name,acronym,volume_left,volume_right,volume_sum,count_left,count_right,count_sum,density_left,density_right,average_density,st_level,depth,graph_order,acronym_path,color_hex_triplet,svg_hex_triplet
root,root,250.9855625,253.297921875,504.28348437499994,547563.0,563352.0,1110915.0,2181.651384828161,2224.0687796799557,2202.957333367458,0,0,0,root,FFFFFF,000000
Basic cell groups and regions,grey,224.5929375,225.007921875,449.600859375,482729.0,493769.0,976498.0,2149.350755964889,2194.4516259045604,2171.922005125726,1,1,1,root/grey,BFDAE3,BFDAE3
Cerebrum,CH,137.89371875,137.983015625,275.876734375,295779.0,336934.0,632713.0,2144.978050350825,2441.851255923368,2293.4626996851116,2,2,2,root/grey/CH,B0F0FF,B0F0FF
Cerebral cortex,CTX,110.753453125,110.7961875,221.549640625,259253.0,299813.0,559066.0,2340.811890599912,2705.9866116783123,2523.434470138852,3,3,3,root/grey/CH/CTX,B0FFB8,B0FFB8
Cortical plate,CTXpl,106.300359375,106.3434375,212.643796875,246390.0,284081.0,530471.0,2317.8661055208686,2671.3543090047283,2494.646012701846,4,4,4,root/grey/CH/CTX/CTXpl,70FF70,70FF70
Isocortex,Isocortex,61.627640625,61.67009375,123.297734375,142987.0,171497.0,314484.0,2320.176442743706,2780.8778870228325,2550.606477841049,5,5,5,root/grey/CH/CTX/CTXpl/Isocortex,70FF71,70FF71
"Frontal pole, cerebral cortex",FRP,0.4861875,0.486109375,0.972296875,211.0,109.0,320.0,433.9889445944209,224.229372247758,329.11758561396175,8,6,6,root/grey/CH/CTX/CTXpl/Isocortex/FRP,268F45,268F44
"Frontal pole, layer 1",FRP1,0.12675,0.126671875,0.253421875,64.0,52.0,116.0,504.930966469428,410.5094362896263,457.73475553363335,11,7,7,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP1,268F45,268F45
"Frontal pole, layer 2/3",FRP2/3,0.11703125,0.117,0.23403125,27.0,1.0,28.0,230.7076101468625,8.547008547008547,119.64214180798504,11,7,8,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP2/3,268F45,268E45
"Frontal pole, layer 5",FRP5,0.185796875,0.18575,0.371546875,75.0,8.0,83.0,403.6666386342612,43.06864064602961,223.39038647546155,11,7,9,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP5,268F45,258F45
