name,acronym,volume_left,volume_right,volume_sum,count_left,count_right,count_sum,density_left,density_right,average_density,st_level,depth,graph_order,acronym_path,color_hex_triplet,svg_hex_triplet
root,root,250.9855625,253.297921875,504.28348437499994,1407032.0,1098438.0,2505470.0,5606.027637545885,4336.545645021392,4968.37607740661,0,0,0,root,FFFFFF,000000
Basic cell groups and regions,grey,224.5929375,225.007921875,449.600859375,1295971.0,986979.0,2282950.0,5770.310564640974,4386.418894834745,5077.726059450995,1,1,1,root/grey,BFDAE3,BFDAE3
Cerebrum,CH,137.89371875,137.983015625,275.876734375,1079868.0,733394.0,1813262.0,7831.161635127053,5315.103432680176,6572.725330057111,2,2,2,root/grey/CH,B0F0FF,B0F0FF
Cerebral cortex,CTX,110.753453125,110.7961875,221.549640625,978937.0,631480.0,1610417.0,8838.884679244624,5699.474090658579,7268.876606872176,3,3,3,root/grey/CH/CTX,B0FFB8,B0FFB8
Cortical plate,CTXpl,106.300359375,106.3434375,212.643796875,952054.0,609412.0,1561466.0,8956.263229942631,5730.602793425782,7343.106278890836,4,4,4,root/grey/CH/CTX/CTXpl,70FF70,70FF70
Isocortex,Isocortex,61.627640625,61.67009375,123.297734375,476147.0,315243.0,791390.0,7726.192260017257,5111.7645657868,6418.5283209913,5,5,5,root/grey/CH/CTX/CTXpl/Isocortex,70FF71,70FF71
"Frontal pole, cerebral cortex",FRP,0.4861875,0.486109375,0.972296875,2113.0,2572.0,4685.0,4346.0599048720915,5290.990324965446,4818.487151879409,8,6,6,root/grey/CH/CTX/CTXpl/Isocortex/FRP,268F45,268F44
"Frontal pole, layer 1",FRP1,0.12675,0.126671875,0.253421875,811.0,448.0,1259.0,6398.422090729783,3536.696681879858,4968.000493248659,11,7,7,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP1,268F45,268F45
"Frontal pole, layer 2/3",FRP2/3,0.11703125,0.117,0.23403125,509.0,512.0,1021.0,4349.265687583445,4376.068376068376,4362.665242355454,11,7,8,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP2/3,268F45,268E45
"Frontal pole, layer 5",FRP5,0.185796875,0.18575,0.371546875,558.0,1305.0,1863.0,3003.279791438903,7025.57200538358,5014.1721687203,11,7,9,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP5,268F45,258F45
"Frontal pole, layer 6a",FRP6a,0.05609375,0.05615625,0.1122499999999999,233.0,307.0,540.0,4153.760445682451,5466.889259877574,4810.690423162584,11,7,10,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP6a,268F45,268E44
"Frontal pole, layer 6b",FRP6b,0.000515625,0.00053125,0.001046875,2.0,0.0,2.0,3878.7878787878785,0.0,1910.4477611940297,11,7,11,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP6b,268F45,258F44
Somatomotor areas,MO,12.231046875,12.226390625,24.4574375,82537.0,54215.0,136752.0,6748.154989799268,4434.260417718332,5591.427965419517,6,6,12,root/grey/CH/CTX/CTXpl/Isocortex/MO,1F9D5A,1F9C59
Primary motor area,MOp,5.676734375,5.676359375,11.35309375,42436.0,19983.0,62419.0,7475.424636193235,3520.3902148989646,5497.9727442134445,8,7,18,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp,1F9D5A,1E9B5A
"Primary motor area, Layer 1",MOp1,0.664609375,0.665328125,1.3299375,3347.0,2242.0,5589.0,5036.040907487952,3369.765858011789,4202.453122797124,11,8,19,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp1,1F9D5A,1E9D5A
"Primary motor area, Layer 2/3",MOp2/3,1.8444375,1.844640625,3.689078125,14934.0,5124.0,20058.0,8096.777472806751,2777.7768366128225,5437.130719480222,11,8,20,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp2/3,1F9D5A,1F9C58
"Primary motor area, Layer 5",MOp5,1.636203125,1.6365625,3.272765625,14306.0,6588.0,20894.0,8743.41319938501,4025.5107886194382,6384.202962899307,11,8,21,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp5,1F9D5A,1E9C5A
"Primary motor area, Layer 6a",MOp6a,1.437953125,1.438171875,2.876125,9194.0,5553.0,14747.0,6393.810646643993,3861.1518529383,5127.384936329262,11,8,22,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp6a,1F9D5A,1F9B5A
"Primary motor area, Layer 6b",MOp6b,0.09353125,0.09165625,0.1851875,655.0,476.0,1131.0,7003.007016371534,5193.3174224343675,6107.323658454269,11,8,23,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp6b,1F9D5A,1D9D5A
Secondary motor area,MOs,6.5543125,6.55003125,13.10434375,40101.0,34232.0,74333.0,6118.2618314277815,5226.234607659315,5672.393934263209,8,7,24,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs,1F9D5A,1D9D59
