name,acronym,volume_left,volume_right,volume_sum,count_left,count_right,count_sum,density_left,density_right,average_density,st_level,depth,graph_order,acronym_path,color_hex_triplet,svg_hex_triplet
root,root,250.9855625,253.297921875,504.28348437499994,1562572.0,1144421.0,2706993.0,6225.744558514198,4518.082862775165,5367.9985243914925,0,0,0,root,FFFFFF,000000
Basic cell groups and regions,grey,224.5929375,225.007921875,449.600859375,1348801.0,924930.0,2273731.0,6005.536126887338,4110.655270679012,5057.2212054059755,1,1,1,root/grey,BFDAE3,BFDAE3
Cerebrum,CH,137.89371875,137.983015625,275.876734375,953623.0,529379.0,1483002.0,6915.637700139985,3836.551894464366,5375.596471952402,2,2,2,root/grey/CH,B0F0FF,B0F0FF
Cerebral cortex,CTX,110.753453125,110.7961875,221.549640625,821206.0,463709.0,1284915.0,7414.721408940269,4185.2432873649195,5799.670883578081,3,3,3,root/grey/CH/CTX,B0FFB8,B0FFB8
Cortical plate,CTXpl,106.300359375,106.3434375,212.643796875,799405.0,449716.0,1249121.0,7520.24738862742,4228.902230097649,5874.241423248665,4,4,4,root/grey/CH/CTX/CTXpl,70FF70,70FF70
Isocortex,Isocortex,61.627640625,61.67009375,123.297734375,397047.0,186889.0,583936.0,6442.677278788004,3030.4640164423295,4735.983211370342,5,5,5,root/grey/CH/CTX/CTXpl/Isocortex,70FF71,70FF71
"Frontal pole, cerebral cortex",FRP,0.4861875,0.486109375,0.972296875,3208.0,1105.0,4313.0,6598.277413549299,2273.1509755391985,4435.887958603178,8,6,6,root/grey/CH/CTX/CTXpl/Isocortex/FRP,268F45,268F44
"Frontal pole, layer 1",FRP1,0.12675,0.126671875,0.253421875,2120.0,855.0,2975.0,16725.838264299804,6749.722462069817,11739.318083728958,11,7,7,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP1,268F45,268F45
"Frontal pole, layer 2/3",FRP2/3,0.11703125,0.117,0.23403125,318.0,154.0,472.0,2717.222963951936,1316.2393162393162,2016.8246761917476,11,7,8,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP2/3,268F45,268E45
"Frontal pole, layer 5",FRP5,0.185796875,0.18575,0.371546875,593.0,82.0,675.0,3191.657556134892,441.4535666218035,1816.7290466377897,11,7,9,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP5,268F45,258F45
"Frontal pole, layer 6a",FRP6a,0.05609375,0.05615625,0.1122499999999999,176.0,13.0,189.0,3137.6044568245125,231.49693934335005,1683.7416481069044,11,7,10,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP6a,268F45,268E44
"Frontal pole, layer 6b",FRP6b,0.000515625,0.00053125,0.001046875,1.0,1.0,2.0,1939.3939393939393,1882.3529411764705,1910.4477611940297,11,7,11,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP6b,268F45,258F44
Somatomotor areas,MO,12.231046875,12.226390625,24.4574375,59296.0,26272.0,85568.0,4847.990577257926,2148.7944239471735,3498.649439459878,6,6,12,root/grey/CH/CTX/CTXpl/Isocortex/MO,1F9D5A,1F9C59
Primary motor area,MOp,5.676734375,5.676359375,11.35309375,30172.0,12379.0,42551.0,5315.027620963858,2180.799202834123,3747.96517469082,8,7,18,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp,1F9D5A,1E9B5A
"Primary motor area, Layer 1",MOp1,0.664609375,0.665328125,1.3299375,4960.0,4717.0,9677.0,7463.030445515458,7089.73485827012,7276.281780158842,11,8,19,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp1,1F9D5A,1E9D5A
"Primary motor area, Layer 2/3",MOp2/3,1.8444375,1.844640625,3.689078125,11805.0,2649.0,14454.0,6400.325302429603,1436.0520765392987,3918.0520201100376,11,8,20,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp2/3,1F9D5A,1F9C58
"Primary motor area, Layer 5",MOp5,1.636203125,1.6365625,3.272765625,5654.0,2242.0,7896.0,3455.5611791781657,1369.9446247851824,2412.638393560492,11,8,21,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp5,1F9D5A,1E9C5A
"Primary motor area, Layer 6a",MOp6a,1.437953125,1.438171875,2.876125,7343.0,2622.0,9965.0,5106.564235186735,1823.1478765359668,3464.731192142205,11,8,22,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp6a,1F9D5A,1F9B5A
"Primary motor area, Layer 6b",MOp6b,0.09353125,0.09165625,0.1851875,410.0,149.0,559.0,4383.561643835616,1625.6392771905898,3018.5622679716503,11,8,23,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp6b,1F9D5A,1D9D5A
Secondary motor area,MOs,6.5543125,6.55003125,13.10434375,29124.0,13893.0,43017.0,4443.486635707406,2121.0585827357695,3282.65198324029,8,7,24,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs,1F9D5A,1D9D59
"Secondary motor area, layer 1",MOs1,1.1643125,1.159859375,2.324171875,9720.0,7357.0,17077.0,8348.274196145794,6343.010332610365,7347.563312201254,11,8,25,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs1,1F9D5A,1E9C59
"Secondary motor area, layer 2/3",MOs2/3,1.901640625,1.902859375,3.8045,7669.0,3614.0,11283.0,4032.833490817962,1899.247021341238,2965.698514916546,11,8,26,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs2/3,1F9D5A,1E9D58
"Secondary motor area, layer 5",MOs5,2.26159375,2.261203125,4.522796875,7087.0,1805.0,8892.0,3133.630874245209,798.2476143093071,1966.04009548848,11,8,27,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs5,1F9D5A,1F9D58
"Secondary motor area, layer 6a",MOs6a,1.189171875,1.188921875,2.3780937499999997,4564.0,1064.0,5628.0,3837.9649703706623,894.9284409457098,2366.601400806844,11,8,28,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs6a,1F9D5A,1D9C5A
"Secondary motor area, layer 6b",MOs6b,0.03759375,0.0371875,0.07478125,84.0,53.0,137.0,2234.4139650872817,1425.2100840336136,1832.010029251985,11,8,29,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs6b,1F9D5A,1E9C58
Somatosensory areas,SS,16.666171875,16.666015625,33.3321875,96885.0,25159.0,122044.0,5813.2725815297645,1509.598968709715,3661.4458622015127,6,6,30,root/grey/CH/CTX/CTXpl/Isocortex/SS,188064,1B8061
Primary somatosensory area,SSp,12.1535,12.1554375,24.3089375,68419.0,16384.0,84803.0,5629.571728308718,1347.8741509715303,3488.5523071504053,8,7,37,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp,188064,198063
"Primary somatosensory area, nose",SSp-n,1.509703125,1.5095625,3.019265625,10109.0,1436.0,11545.0,6696.018463895013,951.2689934997724,3823.7775121226705,9,8,44,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-n,188064,1A8064
