name,acronym,volume_left,volume_right,volume_sum,count_left,count_right,count_sum,density_left,density_right,average_density,st_level,depth,graph_order,acronym_path,color_hex_triplet,svg_hex_triplet
root,root,250.9855625,253.297921875,504.28348437499994,957505.0,902924.0,1860429.0,3814.980393543553,3564.671961444611,3689.252290912884,0,0,0,root,FFFFFF,000000
Basic cell groups and regions,grey,224.5929375,225.007921875,449.600859375,868119.0,803007.0,1671126.0,3865.2996379282854,3568.794348698973,3716.910155205372,1,1,1,root/grey,BFDAE3,BFDAE3
Cerebrum,CH,137.89371875,137.983015625,275.876734375,634463.0,588611.0,1223074.0,4601.10152769377,4265.822118279276,4433.407560702354,2,2,2,root/grey/CH,B0F0FF,B0F0FF
Cerebral cortex,CTX,110.753453125,110.7961875,221.549640625,540411.0,502544.0,1042955.0,4879.405424859073,4535.751737847478,4707.545437933387,3,3,3,root/grey/CH/CTX,B0FFB8,B0FFB8
Cortical plate,CTXpl,106.300359375,106.3434375,212.643796875,516191.0,482542.0,998733.0,4855.966649924602,4537.58136227259,4696.741756295354,4,4,4,root/grey/CH/CTX/CTXpl,70FF70,70FF70
Isocortex,Isocortex,61.627640625,61.67009375,123.297734375,265022.0,240706.0,505728.0,4300.37556707129,3903.123627082211,4101.681207392421,5,5,5,root/grey/CH/CTX/CTXpl/Isocortex,70FF71,70FF71
"Frontal pole, cerebral cortex",FRP,0.4861875,0.486109375,0.972296875,924.0,830.0,1754.0,1900.5013497878904,1707.4346694095336,1803.975766146528,8,6,6,root/grey/CH/CTX/CTXpl/Isocortex/FRP,268F45,268F44
"Frontal pole, layer 1",FRP1,0.12675,0.126671875,0.253421875,165.0,223.0,388.0,1301.775147928994,1760.4539287035896,1531.0438374745668,11,7,7,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP1,268F45,268F45
"Frontal pole, layer 2/3",FRP2/3,0.11703125,0.117,0.23403125,262.0,240.0,502.0,2238.718291054739,2051.2820512820513,2145.0126852717317,11,7,8,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP2/3,268F45,268E45
"Frontal pole, layer 5",FRP5,0.185796875,0.18575,0.371546875,394.0,294.0,688.0,2120.5954082919857,1582.7725437415882,1851.7179023508136,11,7,9,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP5,268F45,258F45
"Frontal pole, layer 6a",FRP6a,0.05609375,0.05615625,0.1122499999999999,101.0,72.0,173.0,1800.557103064067,1282.136894824708,1541.202672605791,11,7,10,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP6a,268F45,268E44
"Frontal pole, layer 6b",FRP6b,0.000515625,0.00053125,0.001046875,2.0,1.0,3.0,3878.7878787878785,1882.3529411764705,2865.6716417910447,11,7,11,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP6b,268F45,258F44
Somatomotor areas,MO,12.231046875,12.226390625,24.4574375,39372.0,35489.0,74861.0,3219.0212663214897,2902.6555005885066,3060.868498590664,6,6,12,root/grey/CH/CTX/CTXpl/Isocortex/MO,1F9D5A,1F9C59
Primary motor area,MOp,5.676734375,5.676359375,11.35309375,16817.0,18044.0,34861.0,2962.4426455571124,3178.798030207522,3070.616764703454,8,7,18,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp,1F9D5A,1E9B5A
"Primary motor area, Layer 1",MOp1,0.664609375,0.665328125,1.3299375,890.0,1055.0,1945.0,1339.1324791348302,1585.6837556656724,1462.47474035434,11,8,19,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp1,1F9D5A,1E9D5A
"Primary motor area, Layer 2/3",MOp2/3,1.8444375,1.844640625,3.689078125,5270.0,6060.0,11330.0,2857.239673342144,3285.1927458769915,3071.2279914104556,11,8,20,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp2/3,1F9D5A,1F9C58
"Primary motor area, Layer 5",MOp5,1.636203125,1.6365625,3.272765625,5889.0,7083.0,12972.0,3599.186378524977,4327.974030933741,3963.620217992237,11,8,21,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp5,1F9D5A,1E9C5A
"Primary motor area, Layer 6a",MOp6a,1.437953125,1.438171875,2.876125,4453.0,3593.0,8046.0,3096.7629768877205,2498.310572232543,2797.514016254509,11,8,22,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp6a,1F9D5A,1F9B5A
"Primary motor area, Layer 6b",MOp6b,0.09353125,0.09165625,0.1851875,315.0,253.0,568.0,3367.858336117608,2760.313672008183,3067.161660479244,11,8,23,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp6b,1F9D5A,1D9D5A
Secondary motor area,MOs,6.5543125,6.55003125,13.10434375,22555.0,17445.0,40000.0,3441.2457446909953,2663.3460718221763,3052.422979975628,8,7,24,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs,1F9D5A,1D9D59
"Secondary motor area, layer 1",MOs1,1.1643125,1.159859375,2.324171875,2264.0,2438.0,4702.0,1944.4951419829297,2101.9789575783702,2023.086179889342,11,8,25,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs1,1F9D5A,1E9C59
"Secondary motor area, layer 2/3",MOs2/3,1.901640625,1.902859375,3.8045,6788.0,5521.0,12309.0,3569.549320077236,2901.423022917813,3235.379156262321,11,8,26,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs2/3,1F9D5A,1E9D58
"Secondary motor area, layer 5",MOs5,2.26159375,2.261203125,4.522796875,9214.0,6373.0,15587.0,4074.118085973664,2818.411105813415,3446.318822354807,11,8,27,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs5,1F9D5A,1F9D58
"Secondary motor area, layer 6a",MOs6a,1.189171875,1.188921875,2.3780937499999997,4121.0,3019.0,7140.0,3465.4368192150523,2539.275341367573,3002.404762217638,11,8,28,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs6a,1F9D5A,1D9C5A
"Secondary motor area, layer 6b",MOs6b,0.03759375,0.0371875,0.07478125,168.0,94.0,262.0,4468.827930174563,2527.731092436975,3503.5520267446723,11,8,29,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs/MOs6b,1F9D5A,1E9C58
Somatosensory areas,SS,16.666171875,16.666015625,33.3321875,87622.0,65872.0,153494.0,5257.476081321164,3952.4743935309975,4604.978296128929,6,6,30,root/grey/CH/CTX/CTXpl/Isocortex/SS,188064,1B8061
Primary somatosensory area,SSp,12.1535,12.1554375,24.3089375,60678.0,52030.0,112708.0,4992.63586621138,4280.388920596235,4636.484009225002,8,7,37,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp,188064,198063
"Primary somatosensory area, nose",SSp-n,1.509703125,1.5095625,3.019265625,13669.0,4083.0,17752.0,9054.09797042051,2704.757173021985,5879.575434837735,9,8,44,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-n,188064,1A8064
"Primary somatosensory area, nose, layer 1",SSp-n1,0.2028125,0.202515625,0.405328125,700.0,212.0,912.0,3451.463790446842,1046.8328061106397,2250.028911761304,11,9,45,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-n/SSp-n1,188064,197E63
"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,0.3201875,0.32015625,0.64034375,1538.0,534.0,2072.0,4803.435487019325,1667.9355783308931,3235.7620418720417,11,9,46,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-n/SSp-n2/3,188064,1B7F64
"Primary somatosensory area, nose, layer 4",SSp-n4,0.274109375,0.273953125,0.5480625,3160.0,259.0,3419.0,11528.244883999316,945.4172132550048,6238.339605428213,11,9,47,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-n/SSp-n4,188064,1A8062
"Primary somatosensory area, nose, layer 5",SSp-n5,0.283515625,0.283515625,0.56703125,3835.0,761.0,4596.0,13526.591347478645,2684.1554147147976,8105.3733810967215,11,9,48,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-n/SSp-n5,188064,197E62
"Primary somatosensory area, nose, layer 6a",SSp-n6a,0.402328125,0.402546875,0.804875,4231.0,2174.0,6405.0,10516.291894830869,5400.613282614602,7957.757415747787,11,9,49,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-n/SSp-n6a,188064,187D62
"Primary somatosensory area, nose, layer 6b",SSp-n6b,0.02675,0.026875,0.053625,205.0,143.0,348.0,7663.551401869159,5320.930232558139,6489.51048951049,11,9,50,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-n/SSp-n6b,188064,1B7E64
"Primary somatosensory area, barrel field",SSp-bfd,3.145734375,3.144515625,6.29025,20120.0,16392.0,36512.0,6395.96278690886,5212.885529865987,5804.5387703191445,9,8,51,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-bfd,188064,197F64
"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,0.419375,0.41946875,0.83884375,1433.0,720.0,2153.0,3416.98956780924,1716.4568278328245,2566.628171217822,11,9,52,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-bfd/SSp-bfd1,188064,188060
"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3,0.75821875,0.75809375,1.5163125000000002,3078.0,2928.0,6006.0,4059.5144870790914,3862.319139288511,3960.924941263757,11,9,53,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-bfd/SSp-bfd2/3,188064,187F63
"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,0.641265625,0.641375,1.282640625,4063.0,2302.0,6365.0,6335.90799444458,3589.163905671409,4962.418838090365,11,9,54,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-bfd/SSp-bfd4,188064,197C64
"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,0.603984375,0.6041875,1.208171875,4685.0,3592.0,8277.0,7756.82317940758,5945.174304334333,6850.846449310036,11,9,55,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-bfd/SSp-bfd5,188064,1A7D62
"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,0.648828125,0.64875,1.297578125,6117.0,6200.0,12317.0,9427.766405779652,9556.84007707129,9492.299355770969,11,9,56,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-bfd/SSp-bfd6a,188064,198060
"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,0.0740625,0.072640625,0.146703125,744.0,650.0,1394.0,10045.569620253164,8948.16089481609,9502.183406113538,11,9,57,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-bfd/SSp-bfd6b,188064,1A7E61
"Primary somatosensory area, lower limb",SSp-ll,1.176484375,1.17609375,2.352578125,5431.0,6815.0,12246.0,4616.295902782389,5794.606084761525,5205.35316972736,9,8,65,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ll,188064,197F63
"Primary somatosensory area, lower limb, layer 1",SSp-ll1,0.149265625,0.14996875,0.299234375,423.0,83.0,506.0,2833.8741756516274,553.4486351323192,1690.982194141298,11,9,66,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ll/SSp-ll1,188064,187F60
"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,0.32325,0.32334375,0.64659375,1466.0,1958.0,3424.0,4535.189481825213,6055.475016913115,5295.442462906578,11,9,67,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ll/SSp-ll2/3,188064,187F64
"Primary somatosensory area, lower limb, layer 4",SSp-ll4,0.1366875,0.13634375,0.27303125,846.0,1151.0,1997.0,6189.300411522634,8441.89777675911,7314.181069016825,11,9,68,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ll/SSp-ll4,188064,1C7F64
"Primary somatosensory area, lower limb, layer 5",SSp-ll5,0.278,0.2776875,0.5556875,1233.0,1581.0,2814.0,4435.25179856115,5693.450371370696,5063.997300641097,11,9,69,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ll/SSp-ll5,188064,197C63
"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,0.263890625,0.26378125,0.527671875,1295.0,1802.0,3097.0,4907.336135946474,6831.418078426726,5869.177696840485,11,9,70,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ll/SSp-ll6a,188064,1A7F64
"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,0.025390625,0.02496875,0.050359375,168.0,240.0,408.0,6616.615384615385,9612.015018773467,8101.768538628608,11,9,71,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ll/SSp-ll6b,188064,197F62
"Primary somatosensory area, mouth",SSp-m,3.105328125,3.1075,6.212828125,10148.0,4010.0,14158.0,3267.9316296083844,1290.4263877715205,2278.833361417028,9,8,72,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-m,188064,188062
"Primary somatosensory area, mouth, layer 1",SSp-m1,0.3904375,0.39221875,0.78265625,813.0,747.0,1560.0,2082.2794941571956,1904.5494382917695,1993.2122180075864,11,9,73,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-m/SSp-m1,188064,187E61
"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,0.7490625,0.749703125,1.498765625,1056.0,531.0,1587.0,1409.762202753442,708.2803609762198,1058.8713628923804,11,9,74,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-m/SSp-m2/3,188064,1A7E64
"Primary somatosensory area, mouth, layer 4",SSp-m4,0.4736875,0.473421875,0.947109375,1158.0,177.0,1335.0,2444.649689932709,373.87372520545233,1409.5520910665678,11,9,75,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-m/SSp-m4,188064,1B7F62
"Primary somatosensory area, mouth, layer 5",SSp-m5,0.60871875,0.60925,1.2179687499999998,2595.0,907.0,3502.0,4263.052518096411,1488.7156339762005,2875.2790250160365,11,9,76,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-m/SSp-m5,188064,1B7E63
"Primary somatosensory area, mouth, layer 6a",SSp-m6a,0.82609375,0.8255625,1.6516562499999998,4326.0,1588.0,5914.0,5236.693777189333,1923.5369823605115,3580.648212968044,11,9,77,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-m/SSp-m6a,188064,187D61
"Primary somatosensory area, mouth, layer 6b",SSp-m6b,0.057328125,0.05734375,0.114671875,200.0,60.0,260.0,3488.689016080676,1046.321525885559,2267.3388745060633,11,9,78,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-m/SSp-m6b,188064,188064
"Primary somatosensory area, upper limb",SSp-ul,1.88471875,1.88615625,3.770875,5547.0,11077.0,16624.0,2943.1446999718128,5872.790231456169,4408.525872642291,9,8,79,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ul,188064,187E63
"Primary somatosensory area, upper limb, layer 1",SSp-ul1,0.230640625,0.231265625,0.4619062499999999,357.0,440.0,797.0,1547.8626109342183,1902.5741503952436,1725.4583587037414,11,9,80,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ul/SSp-ul1,188064,197E64
"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,0.4891875,0.48934375,0.97853125,1564.0,2518.0,4082.0,3197.1381116647503,5145.667028545884,4171.558138792195,11,9,81,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ul/SSp-ul2/3,188064,197F61
"Primary somatosensory area, upper limb, layer 4",SSp-ul4,0.261640625,0.261640625,0.52328125,760.0,2356.0,3116.0,2904.7476858763807,9004.71782621678,5954.732756046581,11,9,82,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ul/SSp-ul4,188064,1A7F63
"Primary somatosensory area, upper limb, layer 5",SSp-ul5,0.395625,0.3961875,0.7918125,1375.0,2480.0,3855.0,3475.513428120063,6259.662407319766,4868.576841108216,11,9,83,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ul/SSp-ul5,188064,187E62
"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,0.470546875,0.47053125,0.941078125,1371.0,3055.0,4426.0,2913.631080856716,6492.661220694693,4703.116438924771,11,9,84,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ul/SSp-ul6a,188064,197D61
"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,0.037078125,0.0371875,0.074265625,120.0,228.0,348.0,3236.4096080910235,6131.09243697479,4685.882600462865,11,9,85,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-ul/SSp-ul6b,188064,1C8064
"Primary somatosensory area, trunk",SSp-tr,0.700375,0.700359375,1.400734375,2629.0,5186.0,7815.0,3753.703373192932,7404.769872610044,5579.216259328255,9,8,86,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-tr,188064,187F62
"Primary somatosensory area, trunk, layer 1",SSp-tr1,0.10228125,0.102109375,0.204390625,81.0,83.0,164.0,791.9340054995416,812.8538638102525,802.38513875086,11,9,87,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-tr/SSp-tr1,188064,187C64
"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3,0.21225,0.211515625,0.423765625,883.0,1384.0,2267.0,4160.188457008245,6543.251828322375,5349.655248700269,11,9,88,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-tr/SSp-tr2/3,188064,188061
"Primary somatosensory area, trunk, layer 4",SSp-tr4,0.07596875,0.076625,0.15259375,357.0,1215.0,1572.0,4699.300699300699,15856.443719412724,10301.863608437436,11,9,89,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-tr/SSp-tr4,188064,1B7E62
"Primary somatosensory area, trunk, layer 5",SSp-tr5,0.17646875,0.176765625,0.353234375,714.0,1241.0,1955.0,4046.0421462723566,7020.595774772385,5534.568938824258,11,9,90,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-tr/SSp-tr5,188064,197F60
"Primary somatosensory area, trunk, layer 6a",SSp-tr6a,0.11621875,0.116234375,0.2324531249999999,522.0,1069.0,1591.0,4491.529981177736,9196.93507191827,6844.390670161995,11,9,91,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-tr/SSp-tr6a,188064,188063
"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,0.0171875,0.017109375,0.034296875,72.0,194.0,266.0,4189.090909090909,11338.812785388129,7755.808656036445,11,9,92,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-tr/SSp-tr6b,188064,1A8063
"Primary somatosensory area, unassigned",SSp-un,0.63115625,0.63125,1.26240625,3134.0,4467.0,7601.0,4965.489924246175,7076.435643564357,6021.04116642325,9,8,93,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-un,188064,1A7D64
"Primary somatosensory area, unassigned, layer 1",SSp-un1,0.08315625,0.083015625,0.166171875,167.0,138.0,305.0,2008.2675685832392,1662.3376623376623,1835.448989186648,11,9,94,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-un/SSp-un1,188064,1B8062
"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3,0.165390625,0.1659375,0.331328125,769.0,630.0,1399.0,4649.598488427019,3796.6101694915255,4222.400377269512,11,9,95,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-un/SSp-un2/3,188064,1C7F63
"Primary somatosensory area, unassigned, layer 4",SSp-un4,0.09409375,0.093875,0.18796875,413.0,913.0,1326.0,4389.239455330455,9725.699067909454,7054.36408977556,11,9,96,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-un/SSp-un4,188064,197E61
"Primary somatosensory area, unassigned, layer 5",SSp-un5,0.129125,0.1288125,0.2579375,863.0,1144.0,2007.0,6683.446272991288,8881.125667151868,7780.954688635813,11,9,97,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-un/SSp-un5,188064,197D62
"Primary somatosensory area, unassigned, layer 6a",SSp-un6a,0.146953125,0.147421875,0.294375,849.0,1542.0,2391.0,5777.352472089315,10459.777424483307,8122.292993630574,11,9,98,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-un/SSp-un6a,188064,1A7F61
"Primary somatosensory area, unassigned, layer 6b",SSp-un6b,0.0124375,0.0121875,0.024625,73.0,100.0,173.0,5869.346733668342,8205.128205128205,7025.380710659898,11,9,99,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSp/SSp-un/SSp-un6b,188064,1A7D63
Supplemental somatosensory area,SSs,4.512671875,4.510578125,9.02325,26944.0,13842.0,40786.0,5970.742111623173,3068.786221278453,4520.100850580445,8,7,100,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSs,188064,198062
"Supplemental somatosensory area, layer 1",SSs1,0.624,0.623453125,1.247453125,710.0,880.0,1590.0,1137.820512820513,1411.4934462795418,1274.5969913699162,11,8,101,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSs/SSs1,188064,1A7E62
"Supplemental somatosensory area, layer 2/3",SSs2/3,1.072484375,1.07234375,2.144828125,3089.0,3584.0,6673.0,2880.2284415565496,3342.211860702317,3111.2050062286457,11,8,102,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSs/SSs2/3,188064,1B8063
"Supplemental somatosensory area, layer 4",SSs4,0.5831875,0.58265625,1.16584375,4592.0,2023.0,6615.0,7873.968492123031,3472.0300348618935,5674.002197978932,11,8,103,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSs/SSs4,188064,187C63
"Supplemental somatosensory area, layer 5",SSs5,1.092734375,1.09278125,2.185515625,8334.0,3006.0,11340.0,7626.7391148924,2750.779261631731,5188.706898400693,11,8,104,root/grey/CH/CTX/CTXpl/Isocortex/SS/SSs/SSs5,188064,1C8063
