name,acronym,volume_left,volume_right,volume_sum,count_left,count_right,count_sum,density_left,density_right,average_density,st_level,depth,graph_order,acronym_path,color_hex_triplet,svg_hex_triplet
root,root,250.9855625,253.297921875,504.28348437499994,1310620.0,785357.0,2095977.0,5221.893988424135,3100.5268191168416,4156.346707641471,0,0,0,root,FFFFFF,000000
Basic cell groups and regions,grey,224.5929375,225.007921875,449.600859375,1185279.0,673386.0,1858665.0,5277.454461363016,2992.721297937635,4134.033468227287,1,1,1,root/grey,BFDAE3,BFDAE3
Cerebrum,CH,137.89371875,137.983015625,275.876734375,898106.0,461020.0,1359126.0,6513.030529173397,3341.1358485810015,4926.569843155155,2,2,2,root/grey/CH,B0F0FF,B0F0FF
Cerebral cortex,CTX,110.753453125,110.7961875,221.549640625,814740.0,407337.0,1222077.0,7356.33948207879,3676.453217309486,5516.041445846963,3,3,3,root/grey/CH/CTX,B0FFB8,B0FFB8
Cortical plate,CTXpl,106.300359375,106.3434375,212.643796875,791871.0,394865.0,1186736.0,7449.37274582944,3713.111116988296,5580.8634789267235,4,4,4,root/grey/CH/CTX/CTXpl,70FF70,70FF70
Isocortex,Isocortex,61.627640625,61.67009375,123.297734375,436614.0,212826.0,649440.0,7084.7106196514405,3451.040643180472,5267.250069857579,5,5,5,root/grey/CH/CTX/CTXpl/Isocortex,70FF71,70FF71
"Frontal pole, cerebral cortex",FRP,0.4861875,0.486109375,0.972296875,2426.0,785.0,3211.0,4989.844453014526,1614.8629102246794,3302.4892731450977,8,6,6,root/grey/CH/CTX/CTXpl/Isocortex/FRP,268F45,268F44
"Frontal pole, layer 1",FRP1,0.12675,0.126671875,0.253421875,915.0,402.0,1317.0,7218.934911242603,3173.5537190082646,5196.867871015475,11,7,7,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP1,268F45,268F45
"Frontal pole, layer 2/3",FRP2/3,0.11703125,0.117,0.23403125,415.0,195.0,610.0,3546.061415220294,1666.6666666666663,2606.489517959674,11,7,8,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP2/3,268F45,268E45
"Frontal pole, layer 5",FRP5,0.185796875,0.18575,0.371546875,853.0,156.0,1009.0,4591.0352367336645,839.8384925975774,2715.6734934185624,11,7,9,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP5,268F45,258F45
"Frontal pole, layer 6a",FRP6a,0.05609375,0.05615625,0.1122499999999999,241.0,32.0,273.0,4296.378830083566,569.8386199220924,2432.0712694877507,11,7,10,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP6a,268F45,268E44
"Frontal pole, layer 6b",FRP6b,0.000515625,0.00053125,0.001046875,2.0,0.0,2.0,3878.7878787878785,0.0,1910.4477611940297,11,7,11,root/grey/CH/CTX/CTXpl/Isocortex/FRP/FRP6b,268F45,258F44
Somatomotor areas,MO,12.231046875,12.226390625,24.4574375,68420.0,24872.0,93292.0,5593.961064759635,2034.2880219402443,3814.463391759664,6,6,12,root/grey/CH/CTX/CTXpl/Isocortex/MO,1F9D5A,1F9C59
Primary motor area,MOp,5.676734375,5.676359375,11.35309375,42882.0,16195.0,59077.0,7553.990933387649,2853.061078431103,5203.603643280054,8,7,18,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp,1F9D5A,1E9B5A
"Primary motor area, Layer 1",MOp1,0.664609375,0.665328125,1.3299375,6924.0,2656.0,9580.0,10418.149759021982,3992.015218055001,7203.346021899525,11,8,19,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp1,1F9D5A,1E9D5A
"Primary motor area, Layer 2/3",MOp2/3,1.8444375,1.844640625,3.689078125,16160.0,3864.0,20024.0,8761.478770627902,2094.7169587572103,5427.9143248016735,11,8,20,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp2/3,1F9D5A,1F9C58
"Primary motor area, Layer 5",MOp5,1.636203125,1.6365625,3.272765625,12876.0,5196.0,18072.0,7869.438582083139,3174.9474890204315,5521.935289820823,11,8,21,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp5,1F9D5A,1E9C5A
"Primary motor area, Layer 6a",MOp6a,1.437953125,1.438171875,2.876125,6680.0,4249.0,10929.0,4645.492181812255,2954.4452049585516,3799.904385240558,11,8,22,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp6a,1F9D5A,1F9B5A
"Primary motor area, Layer 6b",MOp6b,0.09353125,0.09165625,0.1851875,242.0,230.0,472.0,2587.370531239559,2509.3760654619846,2548.768140398245,11,8,23,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOp/MOp6b,1F9D5A,1D9D5A
Secondary motor area,MOs,6.5543125,6.55003125,13.10434375,25538.0,8677.0,34215.0,3896.365942270834,1324.726504167442,2610.966306496653,8,7,24,root/grey/CH/CTX/CTXpl/Isocortex/MO/MOs,1F9D5A,1D9D59
