id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,378709.0,699.556515625,541.3558326472775
0,left root,root-L,-1.0,0.0,1266071.0,250.9855625,5044.397723076203
1,left Basic cell groups and regions,grey-L,0.0,1.0,1168952.0,224.5929375,5204.7584978045
2,left Cerebrum,CH-L,1.0,2.0,895716.0,137.89371875,6495.698340139224
3,left Cerebral cortex,CTX-L,2.0,3.0,759666.0,110.753453125,6859.072819541039
4,left Cortical plate,CTXpl-L,3.0,4.0,728238.0,106.300359375,6850.757648249954
5,left Isocortex,Isocortex-L,4.0,5.0,451787.0,61.627640625,7330.9150799572735
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,3067.0,0.4861875,6308.26584393881
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,567.0,0.12675,4473.372781065089
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,404.0,0.11703125,3452.0694259012016
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,1568.0,0.185796875,8439.323858380287
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,528.0,0.05609375,9412.813370473537
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,0.0,0.000515625,0.0
12,left Somatomotor areas,MO-L,5.0,6.0,57008.0,12.231046875,4660.925641330272
18,left Primary motor area,MOp-L,12.0,7.0,28618.0,5.676734375,5041.278684102601
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,752.0,0.664609375,1131.4917127071824
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,5673.0,1.8444375,3075.734471891837
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,11620.0,1.636203125,7101.807729404013
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,10428.0,1.437953125,7251.974920948832
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,145.0,0.09353125,1550.2839959906448
24,left Secondary motor area,MOs-L,12.0,7.0,28390.0,6.5543125,4331.499299125576
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,5613.0,1.1643125,4820.870685490364
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,4410.0,1.901640625,2319.0501622776387
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,10729.0,2.26159375,4743.999668375454
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,7531.0,1.189171875,6332.978569645367
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,107.0,0.03759375,2846.21778886118
30,left Somatosensory areas,SS-L,5.0,6.0,136667.0,16.666171875,8200.263445321034
37,left Primary somatosensory area,SSp-L,30.0,7.0,92280.0,12.1535,7592.874480602296
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,9622.0,1.509703125,6373.438486457396
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,539.0,0.2028125,2657.6271186440677
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,1113.0,0.3201875,3476.088229552996
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,1235.0,0.274109375,4505.500769537707
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,2310.0,0.283515625,8147.699090658583
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,4405.0,0.402328125,10948.774709697465
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,20.0,0.02675,747.6635514018692
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,21613.0,3.145734375,6870.573743213777
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,1645.0,0.419375,3922.503725782414
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,4489.0,0.75821875,5920.455013807031
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,3510.0,0.641265625,5473.550839404498
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,4949.0,0.603984375,8193.92057948519
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,6728.0,0.648828125,10369.4641782059
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,292.0,0.0740625,3942.616033755274
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,3337.0,1.176484375,2836.416760741085
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,181.0,0.149265625,1212.6033706688997
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,1479.0,0.32325,4575.406032482599
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,103.0,0.1366875,753.5436671239141
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,705.0,0.278,2535.9712230215823
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,856.0,0.263890625,3243.7681331043877
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,13.0,0.025390625,512.0
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,49482.0,3.105328125,15934.547979531148
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,816.0,0.3904375,2089.963182327517
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72.0,9.0,9738.0,0.7490625,13000.250312891114
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72.0,9.0,9833.0,0.4736875,20758.411399920835
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72.0,9.0,11524.0,0.60871875,18931.56732891832
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72.0,9.0,17492.0,0.82609375,21174.352184603747
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72.0,9.0,79.0,0.057328125,1378.032161351867
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37.0,8.0,5273.0,1.88471875,2797.7649185057453
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79.0,9.0,262.0,0.230640625,1135.966397940519
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79.0,9.0,1022.0,0.4891875,2089.178484732337
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79.0,9.0,289.0,0.261640625,1104.5685279187817
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79.0,9.0,1993.0,0.395625,5037.598736176935
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79.0,9.0,1681.0,0.470546875,3572.438983895069
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79.0,9.0,26.0,0.037078125,701.2220817530551
86,"left Primary somatosensory area, trunk",SSp-tr-L,37.0,8.0,959.0,0.700375,1369.2664643940748
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86.0,9.0,54.0,0.10228125,527.9560036663611
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86.0,9.0,247.0,0.21225,1163.7220259128387
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86.0,9.0,65.0,0.07596875,855.6149732620321
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86.0,9.0,356.0,0.17646875,2017.354347441119
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86.0,9.0,214.0,0.11621875,1841.3552030115623
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86.0,9.0,23.0,0.0171875,1338.181818181818
93,"left Primary somatosensory area, unassigned",SSp-un-L,37.0,8.0,1994.0,0.63115625,3159.2810813487154
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93.0,9.0,142.0,0.08315625,1707.628711010898
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93.0,9.0,549.0,0.165390625,3319.4142654700045
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93.0,9.0,155.0,0.09409375,1647.2932580538027
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93.0,9.0,648.0,0.129125,5018.393030009681
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93.0,9.0,489.0,0.146953125,3327.5917065390754
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93.0,9.0,11.0,0.0124375,884.4221105527638
100,left Supplemental somatosensory area,SSs-L,30.0,7.0,44387.0,4.512671875,9836.079650705826
101,"left Supplemental somatosensory area, layer 1",SSs1-L,100.0,8.0,1200.0,0.624,1923.076923076923
102,"left Supplemental somatosensory area, layer 2/3",SSs2/3-L,100.0,8.0,10221.0,1.072484375,9530.208773437842
103,"left Supplemental somatosensory area, layer 4",SSs4-L,100.0,8.0,6938.0,0.5831875,11896.688457828743
104,"left Supplemental somatosensory area, layer 5",SSs5-L,100.0,8.0,13887.0,1.092734375,12708.486451705154
105,"left Supplemental somatosensory area, layer 6a",SSs6a-L,100.0,8.0,11804.0,1.037703125,11375.122340505624
106,"left Supplemental somatosensory area, layer 6b",SSs6b-L,100.0,8.0,337.0,0.1025625,3285.8013406459477
107,left Gustatory areas,GU-L,5.0,6.0,11372.0,0.884859375,12851.759636947962
108,"left Gustatory areas, layer 1",GU1-L,107.0,7.0,620.0,0.0978125,6338.658146964856
109,"left Gustatory areas, layer 2/3",GU2/3-L,107.0,7.0,2913.0,0.20109375,14485.780885780887
110,"left Gustatory areas, layer 4",GU4-L,107.0,7.0,975.0,0.0735,13265.306122448981
111,"left Gustatory areas, layer 5",GU5-L,107.0,7.0,4786.0,0.272515625,17562.29573992317
112,"left Gustatory areas, layer 6a",GU6a-L,107.0,7.0,1952.0,0.219875,8877.77146105742
113,"left Gustatory areas, layer 6b",GU6b-L,107.0,7.0,126.0,0.0200625,6280.373831775701
114,left Visceral area,VISC-L,5.0,6.0,9426.0,1.177078125,8007.964637011668
115,"left Visceral area, layer 1",VISC1-L,114.0,7.0,159.0,0.171578125,926.6915581458884
116,"left Visceral area, layer 2/3",VISC2/3-L,114.0,7.0,1960.0,0.268859375,7290.056372406579
117,"left Visceral area, layer 4",VISC4-L,114.0,7.0,1004.0,0.09134375,10991.447143345877
118,"left Visceral area, layer 5",VISC5-L,114.0,7.0,3901.0,0.35340625,11038.28808913255
119,"left Visceral area, layer 6a",VISC6a-L,114.0,7.0,2321.0,0.267125,8688.816097332709
120,"left Visceral area, layer 6b",VISC6b-L,114.0,7.0,81.0,0.024765625,3270.6624605678235
121,left Auditory areas,AUD-L,5.0,6.0,21799.0,2.903578125,7507.633361854178
122,left Dorsal auditory area,AUDd-L,121.0,7.0,6598.0,0.607375,10863.140563902038
123,"left Dorsal auditory area, layer 1",AUDd1-L,122.0,8.0,296.0,0.098125,3016.56050955414
124,"left Dorsal auditory area, layer 2/3",AUDd2/3-L,122.0,8.0,2029.0,0.164,12371.951219512195
125,"left Dorsal auditory area, layer 4",AUDd4-L,122.0,8.0,1058.0,0.06609375,16007.56501182033
126,"left Dorsal auditory area, layer 5",AUDd5-L,122.0,8.0,1791.0,0.17165625,10433.642818132168
127,"left Dorsal auditory area, layer 6a",AUDd6a-L,122.0,8.0,1373.0,0.092265625,14880.9483488569
128,"left Dorsal auditory area, layer 6b",AUDd6b-L,122.0,8.0,51.0,0.015234375,3347.6923076923076
136,left Primary auditory area,AUDp-L,121.0,7.0,7382.0,1.07671875,6856.01509214918
137,"left Primary auditory area, layer 1",AUDp1-L,136.0,8.0,895.0,0.18984375,4714.403292181069
138,"left Primary auditory area, layer 2/3",AUDp2/3-L,136.0,8.0,1953.0,0.235625,8288.594164456234
139,"left Primary auditory area, layer 4",AUDp4-L,136.0,8.0,1152.0,0.117375,9814.696485623004
140,"left Primary auditory area, layer 5",AUDp5-L,136.0,8.0,2488.0,0.3574375,6960.657457597482
141,"left Primary auditory area, layer 6a",AUDp6a-L,136.0,8.0,878.0,0.149203125,5884.595245575453
142,"left Primary auditory area, layer 6b",AUDp6b-L,136.0,8.0,16.0,0.027234375,587.4928284566838
143,left Posterior auditory area,AUDpo-L,121.0,7.0,1575.0,0.306625,5136.567468406034
144,"left Posterior auditory area, layer 1",AUDpo1-L,143.0,8.0,302.0,0.056703125,5325.9851198677325
145,"left Posterior auditory area, layer 2/3",AUDpo2/3-L,143.0,8.0,455.0,0.073265625,6210.279377265942
146,"left Posterior auditory area, layer 4",AUDpo4-L,143.0,8.0,137.0,0.0373125,3671.6917922948073
147,"left Posterior auditory area, layer 5",AUDpo5-L,143.0,8.0,426.0,0.0906875,4697.450034458993
148,"left Posterior auditory area, layer 6a",AUDpo6a-L,143.0,8.0,245.0,0.039578125,6190.288195815239
149,"left Posterior auditory area, layer 6b",AUDpo6b-L,143.0,8.0,10.0,0.009078125,1101.5490533562825
150,left Ventral auditory area,AUDv-L,121.0,7.0,6244.0,0.912859375,6840.0458723447955
151,"left Ventral auditory area, layer 1",AUDv1-L,150.0,8.0,475.0,0.145921875,3255.166506049898
152,"left Ventral auditory area, layer 2/3",AUDv2/3-L,150.0,8.0,1123.0,0.19434375,5778.420968001286
153,"left Ventral auditory area, layer 4",AUDv4-L,150.0,8.0,785.0,0.10675,7353.629976580796
154,"left Ventral auditory area, layer 5",AUDv5-L,150.0,8.0,2472.0,0.30221875,8179.505738806743
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150.0,8.0,1366.0,0.141671875,9641.99845593912
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150.0,8.0,23.0,0.021953125,1047.6868327402135
157,left Visual areas,VIS-L,5.0,6.0,58873.0,6.73221875,8744.962424163652
164,left Anterolateral visual area,VISal-L,157.0,7.0,2544.0,0.37953125,6703.005351996707
165,"left Anterolateral visual area, layer 1",VISal1-L,164.0,8.0,179.0,0.058921875,3037.92097586847
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164.0,8.0,825.0,0.099625,8281.053952321205
167,"left Anterolateral visual area, layer 4",VISal4-L,164.0,8.0,324.0,0.051671875,6270.33565164802
168,"left Anterolateral visual area, layer 5",VISal5-L,164.0,8.0,667.0,0.101765625,6554.276063258099
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164.0,8.0,488.0,0.0563125,8665.926748057713
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164.0,8.0,61.0,0.011234375,5429.763560500695
171,left Anteromedial visual area,VISam-L,157.0,7.0,5101.0,0.3951875,12907.796931836154
172,"left Anteromedial visual area, layer 1",VISam1-L,171.0,8.0,490.0,0.066859375,7328.81514372517
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171.0,8.0,1734.0,0.104,16673.076923076926
174,"left Anteromedial visual area, layer 4",VISam4-L,171.0,8.0,274.0,0.030171875,9081.305023303987
175,"left Anteromedial visual area, layer 5",VISam5-L,171.0,8.0,1485.0,0.11375,13054.945054945054
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171.0,8.0,1018.0,0.067796875,15015.44134593224
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171.0,8.0,100.0,0.012609375,7930.607187112762
178,left Lateral visual area,VISl-L,157.0,7.0,13559.0,0.61309375,22115.704164330495
179,"left Lateral visual area, layer 1",VISl1-L,178.0,8.0,1134.0,0.0928125,12218.181818181818
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178.0,8.0,4266.0,0.150609375,28324.929971988797
181,"left Lateral visual area, layer 4",VISl4-L,178.0,8.0,3037.0,0.089640625,33879.72808087851
182,"left Lateral visual area, layer 5",VISl5-L,178.0,8.0,2843.0,0.157,18108.28025477707
183,"left Lateral visual area, layer 6a",VISl6a-L,178.0,8.0,2148.0,0.10353125,20747.358889224266
184,"left Lateral visual area, layer 6b",VISl6b-L,178.0,8.0,131.0,0.0195,6717.948717948718
185,left Primary visual area,VISp-L,157.0,7.0,21825.0,3.537703125,6169.257065627857
186,"left Primary visual area, layer 1",VISp1-L,185.0,8.0,2095.0,0.630546875,3322.5126997893694
187,"left Primary visual area, layer 2/3",VISp2/3-L,185.0,8.0,7800.0,0.99971875,7802.1943671657655
188,"left Primary visual area, layer 4",VISp4-L,185.0,8.0,4194.0,0.5121875,8188.407565588774
189,"left Primary visual area, layer 5",VISp5-L,185.0,8.0,3828.0,0.776203125,4931.698774080561
190,"left Primary visual area, layer 6a",VISp6a-L,185.0,8.0,3666.0,0.534015625,6864.967668314949
191,"left Primary visual area, layer 6b",VISp6b-L,185.0,8.0,242.0,0.08503125,2846.0124954061007
192,left Posterolateral visual area,VISpl-L,157.0,7.0,3243.0,0.397140625,8165.873234449384
193,"left Posterolateral visual area, layer 1",VISpl1-L,192.0,8.0,598.0,0.0949375,6298.880842659645
194,"left Posterolateral visual area, layer 2/3",VISpl2/3-L,192.0,8.0,1008.0,0.104203125,9673.414304993254
195,"left Posterolateral visual area, layer 4",VISpl4-L,192.0,8.0,317.0,0.0181875,17429.553264604812
196,"left Posterolateral visual area, layer 5",VISpl5-L,192.0,8.0,983.0,0.121671875,8079.106202645435
197,"left Posterolateral visual area, layer 6a",VISpl6a-L,192.0,8.0,323.0,0.05375,6009.302325581395
198,"left Posterolateral visual area, layer 6b",VISpl6b-L,192.0,8.0,14.0,0.004390625,3188.6120996441277
199,left posteromedial visual area,VISpm-L,157.0,7.0,2679.0,0.522125,5130.955231027054
200,"left posteromedial visual area, layer 1",VISpm1-L,199.0,8.0,368.0,0.0939375,3917.4983366600136
201,"left posteromedial visual area, layer 2/3",VISpm2/3-L,199.0,8.0,1045.0,0.14671875,7122.470713525026
202,"left posteromedial visual area, layer 4",VISpm4-L,199.0,8.0,162.0,0.049328125,3284.130503642699
203,"left posteromedial visual area, layer 5",VISpm5-L,199.0,8.0,550.0,0.14246875,3860.495722746216
204,"left posteromedial visual area, layer 6a",VISpm6a-L,199.0,8.0,509.0,0.075359375,6754.302301472112
205,"left posteromedial visual area, layer 6b",VISpm6b-L,199.0,8.0,45.0,0.0143125,3144.1048034934497
206,left Laterointermediate area,VISli-L,157.0,7.0,3675.0,0.246234375,14924.804873405672
207,"left Laterointermediate area, layer 1",VISli1-L,206.0,8.0,358.0,0.03734375,9586.610878661088
208,"left Laterointermediate area, layer 2/3",VISli2/3-L,206.0,8.0,1004.0,0.05871875,17098.456625864823
209,"left Laterointermediate area, layer 4",VISli4-L,206.0,8.0,529.0,0.02853125,18541.073384446878
210,"left Laterointermediate area, layer 5",VISli5-L,206.0,8.0,970.0,0.07396875,13113.645965356993
211,"left Laterointermediate area, layer 6a",VISli6a-L,206.0,8.0,795.0,0.03984375,19952.94117647059
212,"left Laterointermediate area, layer 6b",VISli6b-L,206.0,8.0,19.0,0.007828125,2427.1457085828342
213,left Postrhinal area,VISpor-L,157.0,7.0,6247.0,0.641203125,9742.62251139216
214,"left Postrhinal area, layer 1",VISpor1-L,213.0,8.0,745.0,0.12509375,5955.53334998751
215,"left Postrhinal area, layer 2/3",VISpor2/3-L,213.0,8.0,1930.0,0.186953125,10323.443376514835
216,"left Postrhinal area, layer 4",VISpor4-L,213.0,8.0,593.0,0.03025,19603.30578512397
217,"left Postrhinal area, layer 5",VISpor5-L,213.0,8.0,1879.0,0.192390625,9766.588158856493
218,"left Postrhinal area, layer 6a",VISpor6a-L,213.0,8.0,1086.0,0.090234375,12035.324675324675
219,"left Postrhinal area, layer 6b",VISpor6b-L,213.0,8.0,14.0,0.01628125,859.8848368522073
220,left Anterior cingulate area,ACA-L,5.0,6.0,23007.0,2.754296875,8353.130052474826
226,"left Anterior cingulate area, dorsal part",ACAd-L,220.0,7.0,11037.0,1.556421875,7091.265020931423
227,"left Anterior cingulate area, dorsal part, layer 1",ACAd1-L,226.0,8.0,1114.0,0.289625,3846.3530427276646
228,"left Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-L,226.0,8.0,2063.0,0.304125,6783.394985614468
229,"left Anterior cingulate area, dorsal part, layer 5",ACAd5-L,226.0,8.0,5030.0,0.600515625,8376.13509223844
230,"left Anterior cingulate area, dorsal part, layer 6a",ACAd6a-L,226.0,8.0,2785.0,0.349875,7959.985709181851
231,"left Anterior cingulate area, dorsal part, layer 6b",ACAd6b-L,226.0,8.0,45.0,0.01228125,3664.12213740458
232,"left Anterior cingulate area, ventral part",ACAv-L,220.0,7.0,11970.0,1.197875,9992.695398100803
233,"left Anterior cingulate area, ventral part, layer 1",ACAv1-L,232.0,8.0,182.0,0.23403125,777.6739217519028
234,"left Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-L,232.0,8.0,2898.0,0.24753125,11707.612675167276
235,"left Anterior cingulate area, ventral part, layer 5",ACAv5-L,232.0,8.0,6779.0,0.504171875,13445.81151021167
236,"left Anterior cingulate area, ventral part, 6a",ACAv6a-L,232.0,8.0,1968.0,0.181234375,10858.867143719286
237,"left Anterior cingulate area, ventral part, 6b",ACAv6b-L,232.0,8.0,143.0,0.03090625,4626.895854398383
238,left Prelimbic area,PL-L,5.0,6.0,13134.0,1.198703125,10956.8413780518
239,"left Prelimbic area, layer 1",PL1-L,238.0,7.0,1624.0,0.25490625,6370.969719259531
241,"left Prelimbic area, layer 2/3",PL2/3-L,238.0,7.0,2391.0,0.20753125,11521.156452341515
242,"left Prelimbic area, layer 5",PL5-L,238.0,7.0,7322.0,0.494078125,14819.518674298726
243,"left Prelimbic area, layer 6a",PL6a-L,238.0,7.0,1793.0,0.231484375,7745.66317921026
244,"left Prelimbic area, layer 6b",PL6b-L,238.0,7.0,4.0,0.010703125,373.7226277372263
245,left Infralimbic area,ILA-L,5.0,6.0,4661.0,0.419796875,11102.988796665053
246,"left Infralimbic area, layer 1",ILA1-L,245.0,7.0,150.0,0.073140625,2050.8438367870112
