id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,231821.0,699.556515625,331.3828044227217
0,left root,root-L,-1.0,0.0,547563.0,250.9855625,2181.651384828161
1,left Basic cell groups and regions,grey-L,0.0,1.0,482729.0,224.5929375,2149.350755964889
2,left Cerebrum,CH-L,1.0,2.0,295779.0,137.89371875,2144.978050350825
3,left Cerebral cortex,CTX-L,2.0,3.0,259253.0,110.753453125,2340.811890599912
4,left Cortical plate,CTXpl-L,3.0,4.0,246390.0,106.300359375,2317.8661055208686
5,left Isocortex,Isocortex-L,4.0,5.0,142987.0,61.627640625,2320.176442743706
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,211.0,0.4861875,433.9889445944209
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,64.0,0.12675,504.93096646942803
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,27.0,0.11703125,230.70761014686246
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,75.0,0.185796875,403.66663863426123
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,45.0,0.05609375,802.2284122562675
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,0.0,0.000515625,0.0
12,left Somatomotor areas,MO-L,5.0,6.0,9700.0,12.231046875,793.0637580848941
18,left Primary motor area,MOp-L,12.0,7.0,4304.0,5.676734375,758.1823836878048
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,445.0,0.664609375,669.5662395674151
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,882.0,1.8444375,478.194571515706
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,1285.0,1.636203125,785.3548134495832
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,1596.0,1.437953125,1109.9110063132273
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,96.0,0.09353125,1026.3949214834615
24,left Secondary motor area,MOs-L,12.0,7.0,5396.0,6.5543125,823.2747523100248
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,1113.0,1.1643125,955.9289280154597
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,935.0,1.901640625,491.6807033400436
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,1843.0,2.26159375,814.912050406931
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,1469.0,1.189171875,1235.3134402880155
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,36.0,0.03759375,957.6059850374064
30,left Somatosensory areas,SS-L,5.0,6.0,38957.0,16.666171875,2337.489394216391
37,left Primary somatosensory area,SSp-L,30.0,7.0,26188.0,12.1535,2154.770230797713
