id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,600952.0,699.556515625,859.0471056696479
0,left root,root-L,-1.0,0.0,1755390.0,250.9855625,6993.98795100017
1,left Basic cell groups and regions,grey-L,0.0,1.0,1520487.0,224.5929375,6769.968000440797
2,left Cerebrum,CH-L,1.0,2.0,1068887.0,137.89371875,7751.527841075067
3,left Cerebral cortex,CTX-L,2.0,3.0,920438.0,110.753453125,8310.693473016714
4,left Cortical plate,CTXpl-L,3.0,4.0,890096.0,106.300359375,8373.405369778413
5,left Isocortex,Isocortex-L,4.0,5.0,495630.0,61.627640625,8042.332871639122
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,3343.0,0.4861875,6875.948065304024
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,927.0,0.12675,7313.609467455622
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,870.0,0.11703125,7433.911882510013
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,1221.0,0.185796875,6571.6928769657725
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,323.0,0.05609375,5758.217270194987
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,2.0,0.000515625,3878.7878787878785
12,left Somatomotor areas,MO-L,5.0,6.0,88162.0,12.231046875,7208.050210338189
18,left Primary motor area,MOp-L,12.0,7.0,44502.0,5.676734375,7839.366272972743
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,6836.0,0.664609375,10285.741154343483
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,11368.0,1.8444375,6163.396699535767
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,10728.0,1.636203125,6556.643142947181
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,14876.0,1.437953125,10345.260733029807
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,694.0,0.09353125,7419.9799532241905
24,left Secondary motor area,MOs-L,12.0,7.0,43660.0,6.5543125,6661.263099676739
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,9922.0,1.1643125,8521.767137259112
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,9042.0,1.901640625,4754.841625241363
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,12900.0,2.26159375,5703.942186787526
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,11491.0,1.189171875,9663.027054016056
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,305.0,0.03759375,8113.050706566915
30,left Somatosensory areas,SS-L,5.0,6.0,159812.0,16.666171875,9589.004673576246
37,left Primary somatosensory area,SSp-L,30.0,7.0,119412.0,12.1535,9825.317809684453
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,18283.0,1.509703125,12110.327982529678
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,1001.0,0.2028125,4935.593220338983
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,2803.0,0.3201875,8754.24555924263
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,4474.0,0.274109375,16321.951775637006
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,3442.0,0.283515625,12140.424359327639
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,6159.0,0.402328125,15308.400326226261
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,404.0,0.02675,15102.803738317758
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,34511.0,3.145734375,10970.7292116805
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,2884.0,0.419375,6876.900149031297
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,5932.0,0.75821875,7823.599719737872
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,9377.0,0.641265625,14622.645647035892
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,6242.0,0.603984375,10334.704436683482
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,9050.0,0.648828125,13948.223961468995
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,1026.0,0.0740625,13853.164556962025
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,5530.0,1.176484375,4700.444916661133
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,877.0,0.149265625,5875.431801528315
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,1771.0,0.32325,5478.731631863883
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,859.0,0.1366875,6284.407864654779
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,865.0,0.278,3111.5107913669062
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,1023.0,0.263890625,3876.6060749600333
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,135.0,0.025390625,5316.923076923077
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,35747.0,3.105328125,11511.50492349339
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,2847.0,0.3904375,7291.820073635345
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72.0,9.0,8652.0,0.7490625,11550.43804755945
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72.0,9.0,5305.0,0.4736875,11199.366671064785
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72.0,9.0,5137.0,0.60871875,8439.036911545767
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72.0,9.0,13397.0,0.82609375,16217.287686778893
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72.0,9.0,409.0,0.057328125,7134.369037884982
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37.0,8.0,15587.0,1.88471875,8270.199466100712
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79.0,9.0,3119.0,0.230640625,13523.203035024728
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79.0,9.0,3342.0,0.4891875,6831.736297431967
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79.0,9.0,2362.0,0.261640625,9027.650044789489
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79.0,9.0,1458.0,0.395625,3685.308056872038
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79.0,9.0,4883.0,0.470546875,10377.287066246057
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79.0,9.0,423.0,0.037078125,11408.343868520858
86,"left Primary somatosensory area, trunk",SSp-tr-L,37.0,8.0,3324.0,0.700375,4746.0289130822775
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86.0,9.0,640.0,0.10228125,6257.256339749465
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86.0,9.0,833.0,0.21225,3924.6171967020023
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86.0,9.0,651.0,0.07596875,8569.313039901275
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86.0,9.0,709.0,0.17646875,4017.7085177970603
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86.0,9.0,406.0,0.11621875,3493.4122075826835
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86.0,9.0,85.0,0.0171875,4945.454545454545
93,"left Primary somatosensory area, unassigned",SSp-un-L,37.0,8.0,6430.0,0.63115625,10187.651631430412
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93.0,9.0,805.0,0.08315625,9680.571213829387
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93.0,9.0,1612.0,0.165390625,9746.622579121398
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93.0,9.0,1253.0,0.09409375,13316.50614413816
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93.0,9.0,870.0,0.129125,6737.657308809294
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93.0,9.0,1759.0,0.146953125,11969.803296119086
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93.0,9.0,131.0,0.0124375,10532.663316582913
100,left Supplemental somatosensory area,SSs-L,30.0,7.0,40400.0,4.512671875,8952.567596109568
