id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,619677.0,699.556515625,885.8140638521053
0,left root,root-L,-1.0,0.0,2254799.0,250.9855625,8983.77969449936
1,left Basic cell groups and regions,grey-L,0.0,1.0,1973254.0,224.5929375,8785.91295863878
2,left Cerebrum,CH-L,1.0,2.0,1341997.0,137.89371875,9732.111166231058
3,left Cerebral cortex,CTX-L,2.0,3.0,1208953.0,110.753453125,10915.71383002872
4,left Cortical plate,CTXpl-L,3.0,4.0,1184427.0,106.300359375,11142.267128389001
5,left Isocortex,Isocortex-L,4.0,5.0,735922.0,61.627640625,11941.427459117498
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,4666.0,0.4861875,9597.120452500321
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,1285.0,0.12675,10138.067061143984
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,1181.0,0.11703125,10091.3217623498
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,1833.0,0.185796875,9865.612648221344
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,363.0,0.05609375,6471.309192200557
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,4.0,0.000515625,7757.575757575757
12,left Somatomotor areas,MO-L,5.0,6.0,129484.0,12.231046875,10586.501819779838
18,left Primary motor area,MOp-L,12.0,7.0,69828.0,5.676734375,12300.734081819708
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,3530.0,0.664609375,5311.390619489833
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,24180.0,1.8444375,13109.6879129816
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,25392.0,1.636203125,15518.855582188184
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,16370.0,1.437953125,11384.237577285421
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,356.0,0.09353125,3806.2145005011694
24,left Secondary motor area,MOs-L,12.0,7.0,59656.0,6.5543125,9101.793666383774
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,7323.0,1.1643125,6289.548553330827
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,19380.0,1.901640625,10191.200032866358
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,24090.0,2.26159375,10651.780409279962
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,8675.0,1.189171875,7294.992576241344
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,188.0,0.03759375,5000.831255195345
30,left Somatosensory areas,SS-L,5.0,6.0,277557.0,16.666171875,16653.914413084138
37,left Primary somatosensory area,SSp-L,30.0,7.0,210597.0,12.1535,17328.094787509774
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,25421.0,1.509703125,16838.40986949007
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,1613.0,0.2028125,7953.158705701078
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,4149.0,0.3201875,12958.032402888932
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,7513.0,0.274109375,27408.76702958445
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,4562.0,0.283515625,16090.823918434831
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,7282.0,0.402328125,18099.654355508952
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,302.0,0.02675,11289.719626168224
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,55642.0,3.145734375,17688.07959190769
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,1360.0,0.419375,3242.9210134128166
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,7037.0,0.75821875,9280.962782838065
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,18035.0,0.641265625,28124.071050900322
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,13790.0,0.603984375,22831.716466175138
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,14048.0,0.648828125,21651.34256472005
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,1372.0,0.0740625,18524.894514767933
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,16592.0,1.176484375,14103.034730061756
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,990.0,0.149265625,6632.471474929341
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,4435.0,0.32325,13720.0309358082
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,2034.0,0.1366875,14880.658436213993
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,4770.0,0.278,17158.273381294963
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,4056.0,0.263890625,15370.004144709575
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,307.0,0.025390625,12091.076923076924
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,60644.0,3.105328125,19529.015150371586
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,3860.0,0.3904375,9886.345445813991
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72.0,9.0,21790.0,0.7490625,29089.695452649146
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72.0,9.0,11766.0,0.4736875,24839.16083916084
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72.0,9.0,12137.0,0.60871875,19938.60054417578
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72.0,9.0,10915.0,0.82609375,13212.78607906185
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72.0,9.0,176.0,0.057328125,3070.046334150995
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37.0,8.0,32099.0,1.88471875,17031.18834043541
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79.0,9.0,1836.0,0.230640625,7960.436284804553
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79.0,9.0,10122.0,0.4891875,20691.452663855882
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79.0,9.0,3969.0,0.261640625,15169.662585846521
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79.0,9.0,7362.0,0.395625,18608.5308056872
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79.0,9.0,8409.0,0.470546875,17870.695666611326
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79.0,9.0,401.0,0.037078125,10815.002107037504
86,"left Primary somatosensory area, trunk",SSp-tr-L,37.0,8.0,10144.0,0.700375,14483.669462787793
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86.0,9.0,768.0,0.10228125,7508.707607699358
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86.0,9.0,1682.0,0.21225,7924.617196702003
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86.0,9.0,1803.0,0.07596875,23733.443027560676
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86.0,9.0,3453.0,0.17646875,19567.203825039844
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86.0,9.0,2214.0,0.11621875,19050.282333960742
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86.0,9.0,224.0,0.0171875,13032.727272727272
93,"left Primary somatosensory area, unassigned",SSp-un-L,37.0,8.0,10055.0,0.63115625,15931.078873099967
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93.0,9.0,436.0,0.08315625,5243.141676061631
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93.0,9.0,2330.0,0.165390625,14087.86017949929
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93.0,9.0,1834.0,0.09409375,19491.198937230154
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93.0,9.0,2141.0,0.129125,16580.832526621492
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93.0,9.0,3109.0,0.146953125,21156.406166932484
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93.0,9.0,205.0,0.0124375,16482.412060301507
100,left Supplemental somatosensory area,SSs-L,30.0,7.0,66960.0,4.512671875,14838.215995928134
101,"left Supplemental somatosensory area, layer 1",SSs1-L,100.0,8.0,4320.0,0.624,6923.076923076923
102,"left Supplemental somatosensory area, layer 2/3",SSs2/3-L,100.0,8.0,13802.0,1.072484375,12869.185157126416
103,"left Supplemental somatosensory area, layer 4",SSs4-L,100.0,8.0,14722.0,0.5831875,25244.025292037295
104,"left Supplemental somatosensory area, layer 5",SSs5-L,100.0,8.0,17475.0,1.092734375,15991.9925645242
105,"left Supplemental somatosensory area, layer 6a",SSs6a-L,100.0,8.0,15467.0,1.037703125,14905.033653049855
106,"left Supplemental somatosensory area, layer 6b",SSs6b-L,100.0,8.0,1174.0,0.1025625,11446.6788543571
107,left Gustatory areas,GU-L,5.0,6.0,7496.0,0.884859375,8471.402588688174
108,"left Gustatory areas, layer 1",GU1-L,107.0,7.0,533.0,0.0978125,5449.2012779552715
109,"left Gustatory areas, layer 2/3",GU2/3-L,107.0,7.0,1944.0,0.20109375,9667.132867132868
110,"left Gustatory areas, layer 4",GU4-L,107.0,7.0,627.0,0.0735,8530.61224489796
111,"left Gustatory areas, layer 5",GU5-L,107.0,7.0,3087.0,0.272515625,11327.790837681327
112,"left Gustatory areas, layer 6a",GU6a-L,107.0,7.0,1260.0,0.219875,5730.528709494031
113,"left Gustatory areas, layer 6b",GU6b-L,107.0,7.0,45.0,0.0200625,2242.9906542056074
114,left Visceral area,VISC-L,5.0,6.0,12025.0,1.177078125,10215.974406966403
115,"left Visceral area, layer 1",VISC1-L,114.0,7.0,1112.0,0.171578125,6481.012658227848
116,"left Visceral area, layer 2/3",VISC2/3-L,114.0,7.0,2676.0,0.268859375,9953.1585982449
117,"left Visceral area, layer 4",VISC4-L,114.0,7.0,1497.0,0.09134375,16388.641806363325
118,"left Visceral area, layer 5",VISC5-L,114.0,7.0,3284.0,0.35340625,9292.421964806792
119,"left Visceral area, layer 6a",VISC6a-L,114.0,7.0,3258.0,0.267125,12196.537201684605
120,"left Visceral area, layer 6b",VISC6b-L,114.0,7.0,198.0,0.024765625,7994.952681388013
121,left Auditory areas,AUD-L,5.0,6.0,45928.0,2.903578125,15817.72489762093
122,left Dorsal auditory area,AUDd-L,121.0,7.0,7516.0,0.607375,12374.562667215476
123,"left Dorsal auditory area, layer 1",AUDd1-L,122.0,8.0,657.0,0.098125,6695.541401273885
124,"left Dorsal auditory area, layer 2/3",AUDd2/3-L,122.0,8.0,1419.0,0.164,8652.439024390244
125,"left Dorsal auditory area, layer 4",AUDd4-L,122.0,8.0,1169.0,0.06609375,17686.997635933803
126,"left Dorsal auditory area, layer 5",AUDd5-L,122.0,8.0,2952.0,0.17165625,17197.160021845986
127,"left Dorsal auditory area, layer 6a",AUDd6a-L,122.0,8.0,1166.0,0.092265625,12637.425910245554
128,"left Dorsal auditory area, layer 6b",AUDd6b-L,122.0,8.0,153.0,0.015234375,10043.076923076924
136,left Primary auditory area,AUDp-L,121.0,7.0,20251.0,1.07671875,18808.06849513859
137,"left Primary auditory area, layer 1",AUDp1-L,136.0,8.0,2001.0,0.18984375,10540.246913580246
138,"left Primary auditory area, layer 2/3",AUDp2/3-L,136.0,8.0,3832.0,0.235625,16263.1299734748
139,"left Primary auditory area, layer 4",AUDp4-L,136.0,8.0,3758.0,0.117375,32017.039403620875
140,"left Primary auditory area, layer 5",AUDp5-L,136.0,8.0,8630.0,0.3574375,24144.08113306522
141,"left Primary auditory area, layer 6a",AUDp6a-L,136.0,8.0,1722.0,0.149203125,11541.313226515866
142,"left Primary auditory area, layer 6b",AUDp6b-L,136.0,8.0,308.0,0.027234375,11309.236947791163
143,left Posterior auditory area,AUDpo-L,121.0,7.0,3798.0,0.306625,12386.465552384836
144,"left Posterior auditory area, layer 1",AUDpo1-L,143.0,8.0,443.0,0.056703125,7812.62055662717
145,"left Posterior auditory area, layer 2/3",AUDpo2/3-L,143.0,8.0,971.0,0.073265625,13253.145660055448
146,"left Posterior auditory area, layer 4",AUDpo4-L,143.0,8.0,890.0,0.0373125,23852.596314907874
147,"left Posterior auditory area, layer 5",AUDpo5-L,143.0,8.0,1102.0,0.0906875,12151.619572708476
148,"left Posterior auditory area, layer 6a",AUDpo6a-L,143.0,8.0,328.0,0.039578125,8287.40623766285
149,"left Posterior auditory area, layer 6b",AUDpo6b-L,143.0,8.0,64.0,0.009078125,7049.913941480207
150,left Ventral auditory area,AUDv-L,121.0,7.0,14363.0,0.912859375,15734.077332557383
151,"left Ventral auditory area, layer 1",AUDv1-L,150.0,8.0,1840.0,0.145921875,12609.487097119605
152,"left Ventral auditory area, layer 2/3",AUDv2/3-L,150.0,8.0,3246.0,0.19434375,16702.363724071394
153,"left Ventral auditory area, layer 4",AUDv4-L,150.0,8.0,2427.0,0.10675,22735.36299765808
154,"left Ventral auditory area, layer 5",AUDv5-L,150.0,8.0,5115.0,0.30221875,16924.826801778516
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150.0,8.0,1540.0,0.141671875,10870.1885960075
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150.0,8.0,195.0,0.021953125,8882.562277580071
157,left Visual areas,VIS-L,5.0,6.0,68998.0,6.73221875,10248.92424952769
164,left Anterolateral visual area,VISal-L,157.0,7.0,3444.0,0.37953125,9074.35158501441
165,"left Anterolateral visual area, layer 1",VISal1-L,164.0,8.0,105.0,0.058921875,1782.0206841686556
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164.0,8.0,843.0,0.099625,8461.731493099122
167,"left Anterolateral visual area, layer 4",VISal4-L,164.0,8.0,549.0,0.051671875,10624.735409736923
168,"left Anterolateral visual area, layer 5",VISal5-L,164.0,8.0,1172.0,0.101765625,11516.658989712882
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164.0,8.0,656.0,0.0563125,11649.27857935627
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164.0,8.0,119.0,0.011234375,10592.48956884562
171,left Anteromedial visual area,VISam-L,157.0,7.0,3931.0,0.3951875,9947.176972955875
172,"left Anteromedial visual area, layer 1",VISam1-L,171.0,8.0,930.0,0.066859375,13909.792007478383
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171.0,8.0,995.0,0.104,9567.307692307693
174,"left Anteromedial visual area, layer 4",VISam4-L,171.0,8.0,256.0,0.030171875,8484.722941481097
175,"left Anteromedial visual area, layer 5",VISam5-L,171.0,8.0,1207.0,0.11375,10610.989010989011
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171.0,8.0,481.0,0.067796875,7094.722286241069
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171.0,8.0,62.0,0.012609375,4916.976456009913
178,left Lateral visual area,VISl-L,157.0,7.0,7072.0,0.61309375,11534.94061878791
179,"left Lateral visual area, layer 1",VISl1-L,178.0,8.0,394.0,0.0928125,4245.117845117845
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178.0,8.0,1936.0,0.150609375,12854.445481896462
181,"left Lateral visual area, layer 4",VISl4-L,178.0,8.0,1373.0,0.089640625,15316.716053686596
182,"left Lateral visual area, layer 5",VISl5-L,178.0,8.0,2074.0,0.157,13210.191082802548
183,"left Lateral visual area, layer 6a",VISl6a-L,178.0,8.0,1140.0,0.10353125,11011.168125565951
