name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,1310620.0,785357.0,2095977.0,250.9855625,253.297921875,504.28348437499994,5221.893988424135,3100.5268191168416,4156.346707641471
Basic cell groups and regions,grey,1185279.0,673386.0,1858665.0,224.5929375,225.007921875,449.600859375,5277.454461363016,2992.721297937635,4134.033468227287
Cerebrum,CH,898106.0,461020.0,1359126.0,137.89371875,137.983015625,275.876734375,6513.030529173397,3341.1358485810015,4926.569843155155
Cerebral cortex,CTX,814740.0,407337.0,1222077.0,110.753453125,110.7961875,221.549640625,7356.33948207879,3676.453217309486,5516.041445846963
Cortical plate,CTXpl,791871.0,394865.0,1186736.0,106.300359375,106.3434375,212.643796875,7449.37274582944,3713.111116988296,5580.8634789267235
Isocortex,Isocortex,436614.0,212826.0,649440.0,61.627640625,61.67009375,123.297734375,7084.7106196514405,3451.040643180472,5267.250069857579
"Frontal pole, cerebral cortex",FRP,2426.0,785.0,3211.0,0.4861875,0.486109375,0.9722968750000001,4989.844453014526,1614.8629102246794,3302.4892731450977
"Frontal pole, layer 1",FRP1,915.0,402.0,1317.0,0.12675,0.126671875,0.253421875,7218.934911242603,3173.5537190082646,5196.867871015475
"Frontal pole, layer 2/3",FRP2/3,415.0,195.0,610.0,0.11703125,0.117,0.23403125000000002,3546.061415220294,1666.6666666666663,2606.489517959674
"Frontal pole, layer 5",FRP5,853.0,156.0,1009.0,0.185796875,0.18575,0.371546875,4591.0352367336645,839.8384925975774,2715.6734934185624
"Frontal pole, layer 6a",FRP6a,241.0,32.0,273.0,0.05609375,0.05615625,0.11224999999999999,4296.378830083566,569.8386199220924,2432.0712694877507
"Frontal pole, layer 6b",FRP6b,2.0,0.0,2.0,0.000515625,0.00053125,0.001046875,3878.7878787878785,0.0,1910.4477611940297
Somatomotor areas,MO,68420.0,24872.0,93292.0,12.231046875,12.226390625,24.4574375,5593.961064759635,2034.2880219402443,3814.463391759664
Primary motor area,MOp,42882.0,16195.0,59077.0,5.676734375,5.676359375,11.35309375,7553.990933387649,2853.061078431103,5203.603643280054
"Primary motor area, Layer 1",MOp1,6924.0,2656.0,9580.0,0.664609375,0.665328125,1.3299375,10418.149759021982,3992.015218055001,7203.346021899525
"Primary motor area, Layer 2/3",MOp2/3,16160.0,3864.0,20024.0,1.8444375,1.844640625,3.689078125,8761.478770627902,2094.7169587572103,5427.9143248016735
"Primary motor area, Layer 5",MOp5,12876.0,5196.0,18072.0,1.636203125,1.6365625,3.272765625,7869.438582083139,3174.9474890204315,5521.935289820823
"Primary motor area, Layer 6a",MOp6a,6680.0,4249.0,10929.0,1.437953125,1.438171875,2.876125,4645.492181812255,2954.4452049585516,3799.904385240558
"Primary motor area, Layer 6b",MOp6b,242.0,230.0,472.0,0.09353125,0.09165625,0.1851875,2587.370531239559,2509.3760654619846,2548.768140398245
Secondary motor area,MOs,25538.0,8677.0,34215.0,6.5543125,6.55003125,13.10434375,3896.365942270834,1324.726504167442,2610.966306496653
"Secondary motor area, layer 1",MOs1,5828.0,2491.0,8319.0,1.1643125,1.159859375,2.324171875,5005.529013903054,2147.674152308335,3579.3394152487103
"Secondary motor area, layer 2/3",MOs2/3,7312.0,3224.0,10536.0,1.901640625,1.902859375,3.8045,3845.100858633581,1694.292306808011,2769.352083059535
"Secondary motor area, layer 5",MOs5,8513.0,1834.0,10347.0,2.26159375,2.261203125,4.522796875,3764.159677218776,811.0726452317281,2287.743687361595
"Secondary motor area, layer 6a",MOs6a,3810.0,1080.0,4890.0,1.189171875,1.188921875,2.3780937499999997,3203.9102842051325,908.3860114862468,2056.26880773729
"Secondary motor area, layer 6b",MOs6b,75.0,48.0,123.0,0.03759375,0.0371875,0.07478125,1995.01246882793,1290.7563025210084,1644.797325532804
Somatosensory areas,SS,153701.0,52567.0,206268.0,16.666171875,16.666015625,33.3321875,9222.333788034332,3154.1432087190906,6188.25272118729
