name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,1562572.0,1144421.0,2706993.0,250.9855625,253.297921875,504.28348437499994,6225.744558514198,4518.082862775165,5367.9985243914925
Basic cell groups and regions,grey,1348801.0,924930.0,2273731.0,224.5929375,225.007921875,449.600859375,6005.536126887338,4110.655270679012,5057.2212054059755
Cerebrum,CH,953623.0,529379.0,1483002.0,137.89371875,137.983015625,275.876734375,6915.637700139985,3836.551894464366,5375.596471952402
Cerebral cortex,CTX,821206.0,463709.0,1284915.0,110.753453125,110.7961875,221.549640625,7414.721408940269,4185.2432873649195,5799.670883578081
Cortical plate,CTXpl,799405.0,449716.0,1249121.0,106.300359375,106.3434375,212.643796875,7520.24738862742,4228.902230097649,5874.241423248665
Isocortex,Isocortex,397047.0,186889.0,583936.0,61.627640625,61.67009375,123.297734375,6442.677278788004,3030.4640164423295,4735.983211370342
"Frontal pole, cerebral cortex",FRP,3208.0,1105.0,4313.0,0.4861875,0.486109375,0.9722968750000001,6598.277413549299,2273.1509755391985,4435.887958603178
"Frontal pole, layer 1",FRP1,2120.0,855.0,2975.0,0.12675,0.126671875,0.253421875,16725.838264299804,6749.722462069817,11739.318083728958
"Frontal pole, layer 2/3",FRP2/3,318.0,154.0,472.0,0.11703125,0.117,0.23403125000000002,2717.222963951936,1316.2393162393162,2016.8246761917476
"Frontal pole, layer 5",FRP5,593.0,82.0,675.0,0.185796875,0.18575,0.371546875,3191.657556134892,441.4535666218035,1816.7290466377897
"Frontal pole, layer 6a",FRP6a,176.0,13.0,189.0,0.05609375,0.05615625,0.11224999999999999,3137.6044568245125,231.49693934335005,1683.7416481069044
"Frontal pole, layer 6b",FRP6b,1.0,1.0,2.0,0.000515625,0.00053125,0.001046875,1939.3939393939393,1882.3529411764705,1910.4477611940297
Somatomotor areas,MO,59296.0,26272.0,85568.0,12.231046875,12.226390625,24.4574375,4847.990577257926,2148.7944239471735,3498.649439459878
Primary motor area,MOp,30172.0,12379.0,42551.0,5.676734375,5.676359375,11.35309375,5315.027620963858,2180.799202834123,3747.96517469082
"Primary motor area, Layer 1",MOp1,4960.0,4717.0,9677.0,0.664609375,0.665328125,1.3299375,7463.030445515458,7089.73485827012,7276.281780158842
"Primary motor area, Layer 2/3",MOp2/3,11805.0,2649.0,14454.0,1.8444375,1.844640625,3.689078125,6400.325302429603,1436.0520765392987,3918.0520201100376
"Primary motor area, Layer 5",MOp5,5654.0,2242.0,7896.0,1.636203125,1.6365625,3.272765625,3455.5611791781657,1369.9446247851824,2412.638393560492
"Primary motor area, Layer 6a",MOp6a,7343.0,2622.0,9965.0,1.437953125,1.438171875,2.876125,5106.564235186735,1823.1478765359668,3464.731192142205
"Primary motor area, Layer 6b",MOp6b,410.0,149.0,559.0,0.09353125,0.09165625,0.1851875,4383.561643835616,1625.6392771905898,3018.5622679716503
Secondary motor area,MOs,29124.0,13893.0,43017.0,6.5543125,6.55003125,13.10434375,4443.486635707406,2121.0585827357695,3282.65198324029
"Secondary motor area, layer 1",MOs1,9720.0,7357.0,17077.0,1.1643125,1.159859375,2.324171875,8348.274196145794,6343.010332610365,7347.563312201254
"Secondary motor area, layer 2/3",MOs2/3,7669.0,3614.0,11283.0,1.901640625,1.902859375,3.8045,4032.833490817962,1899.247021341238,2965.698514916546
