name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,957505.0,902924.0,1860429.0,250.9855625,253.297921875,504.28348437499994,3814.980393543553,3564.671961444611,3689.252290912884
Basic cell groups and regions,grey,868119.0,803007.0,1671126.0,224.5929375,225.007921875,449.600859375,3865.2996379282854,3568.794348698973,3716.910155205372
Cerebrum,CH,634463.0,588611.0,1223074.0,137.89371875,137.983015625,275.876734375,4601.10152769377,4265.822118279276,4433.407560702354
Cerebral cortex,CTX,540411.0,502544.0,1042955.0,110.753453125,110.7961875,221.549640625,4879.405424859073,4535.751737847478,4707.545437933387
Cortical plate,CTXpl,516191.0,482542.0,998733.0,106.300359375,106.3434375,212.643796875,4855.966649924602,4537.58136227259,4696.741756295354
Isocortex,Isocortex,265022.0,240706.0,505728.0,61.627640625,61.67009375,123.297734375,4300.37556707129,3903.123627082211,4101.681207392421
"Frontal pole, cerebral cortex",FRP,924.0,830.0,1754.0,0.4861875,0.486109375,0.9722968750000001,1900.5013497878904,1707.4346694095336,1803.975766146528
"Frontal pole, layer 1",FRP1,165.0,223.0,388.0,0.12675,0.126671875,0.253421875,1301.775147928994,1760.4539287035896,1531.0438374745668
"Frontal pole, layer 2/3",FRP2/3,262.0,240.0,502.0,0.11703125,0.117,0.23403125000000002,2238.718291054739,2051.2820512820513,2145.0126852717317
"Frontal pole, layer 5",FRP5,394.0,294.0,688.0,0.185796875,0.18575,0.371546875,2120.5954082919857,1582.7725437415882,1851.7179023508138
"Frontal pole, layer 6a",FRP6a,101.0,72.0,173.0,0.05609375,0.05615625,0.11224999999999999,1800.557103064067,1282.136894824708,1541.202672605791
"Frontal pole, layer 6b",FRP6b,2.0,1.0,3.0,0.000515625,0.00053125,0.001046875,3878.7878787878785,1882.3529411764705,2865.6716417910447
Somatomotor areas,MO,39372.0,35489.0,74861.0,12.231046875,12.226390625,24.4574375,3219.0212663214897,2902.6555005885066,3060.868498590664
Primary motor area,MOp,16817.0,18044.0,34861.0,5.676734375,5.676359375,11.35309375,2962.4426455571124,3178.798030207522,3070.616764703454
"Primary motor area, Layer 1",MOp1,890.0,1055.0,1945.0,0.664609375,0.665328125,1.3299375,1339.1324791348302,1585.6837556656724,1462.47474035434
"Primary motor area, Layer 2/3",MOp2/3,5270.0,6060.0,11330.0,1.8444375,1.844640625,3.689078125,2857.239673342144,3285.1927458769915,3071.2279914104556
"Primary motor area, Layer 5",MOp5,5889.0,7083.0,12972.0,1.636203125,1.6365625,3.272765625,3599.186378524977,4327.974030933741,3963.620217992237
"Primary motor area, Layer 6a",MOp6a,4453.0,3593.0,8046.0,1.437953125,1.438171875,2.876125,3096.7629768877205,2498.310572232543,2797.514016254509
