name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,418548.0,645491.0,1064039.0,250.9855625,253.297921875,504.28348437499994,1667.6178335955085,2548.3470026988352,2110.001681531869
Basic cell groups and regions,grey,342065.0,510718.0,852783.0,224.5929375,225.007921875,449.600859375,1523.0443299224405,2269.777862682196,1896.7557161378033
Cerebrum,CH,167058.0,248129.0,415187.0,137.89371875,137.983015625,275.876734375,1211.4982576028322,1798.2575527581348,1504.972867467813
Cerebral cortex,CTX,140472.0,208884.0,349356.0,110.753453125,110.7961875,221.549640625,1268.3306572975082,1885.2995280185069,1576.8745957540414
Cortical plate,CTXpl,134747.0,202375.0,337122.0,106.300359375,106.3434375,212.643796875,1267.606250743214,1903.032333330395,1585.3836554572667
Isocortex,Isocortex,59880.0,102151.0,162031.0,61.627640625,61.67009375,123.297734375,971.6419352213356,1656.410648800092,1314.1441797072762
"Frontal pole, cerebral cortex",FRP,475.0,1042.0,1517.0,0.4861875,0.486109375,0.9722968750000001,976.989330248104,2143.5505126804023,1560.2230543011874
"Frontal pole, layer 1",FRP1,268.0,851.0,1119.0,0.12675,0.126671875,0.253421875,2114.3984220907296,6718.144813124461,4415.561995190826
"Frontal pole, layer 2/3",FRP2/3,90.0,76.0,166.0,0.11703125,0.117,0.23403125000000002,769.0253671562083,649.5726495726495,709.3069835759113
"Frontal pole, layer 5",FRP5,91.0,103.0,194.0,0.185796875,0.18575,0.371546875,489.7821882095703,554.5087483176312,522.1413852558981
"Frontal pole, layer 6a",FRP6a,26.0,12.0,38.0,0.05609375,0.05615625,0.11224999999999999,463.5097493036211,213.68948247078464,338.5300668151448
"Frontal pole, layer 6b",FRP6b,0.0,0.0,0.0,0.000515625,0.00053125,0.001046875,0.0,0.0,0.0
Somatomotor areas,MO,8342.0,18539.0,26881.0,12.231046875,12.226390625,24.4574375,682.0348319530088,1516.3101334331857,1099.0930672929246
Primary motor area,MOp,5019.0,10920.0,15939.0,5.676734375,5.676359375,11.35309375,884.1350798627072,1923.7682603561373,1403.9345002325908
"Primary motor area, Layer 1",MOp1,635.0,3591.0,4226.0,0.664609375,0.665328125,1.3299375,955.4484542141766,5397.3368403748145,3177.592931998684
"Primary motor area, Layer 2/3",MOp2/3,779.0,3567.0,4346.0,1.8444375,1.844640625,3.689078125,422.3509877672733,1933.7099875483875,1178.072096263887
"Primary motor area, Layer 5",MOp5,671.0,969.0,1640.0,1.636203125,1.6365625,3.272765625,410.095781964724,592.0947107122398,501.1052387840941
"Primary motor area, Layer 6a",MOp6a,2776.0,2655.0,5431.0,1.437953125,1.438171875,2.876125,1930.5219007052128,1846.093673609074,1888.3045764700769
"Primary motor area, Layer 6b",MOp6b,158.0,138.0,296.0,0.09353125,0.09165625,0.1851875,1689.2749749415302,1505.6256392771909,1598.3800202497468
Secondary motor area,MOs,3323.0,7619.0,10942.0,6.5543125,6.55003125,13.10434375,506.994440683138,1163.20055724925,834.9903061723331
"Secondary motor area, layer 1",MOs1,1702.0,5127.0,6829.0,1.1643125,1.159859375,2.324171875,1461.8068602716194,4420.3634600099695,2938.250855479438
"Secondary motor area, layer 2/3",MOs2/3,889.0,980.0,1869.0,1.901640625,1.902859375,3.8045,467.491064459143,515.0144108783657,491.26034958601656
"Secondary motor area, layer 5",MOs5,291.0,440.0,731.0,2.26159375,2.261203125,4.522796875,128.67032374846278,194.58667606431865,161.62565337405297
"Secondary motor area, layer 6a",MOs6a,436.0,1027.0,1463.0,1.189171875,1.188921875,2.3780937499999997,366.6417018145506,863.807809070718,615.1986228465553
"Secondary motor area, layer 6b",MOs6b,5.0,45.0,50.0,0.03759375,0.0371875,0.07478125,133.00083125519535,1210.0840336134454,668.6167989970749
Somatosensory areas,SS,17076.0,28433.0,45509.0,16.666171875,16.666015625,33.3321875,1024.5904175280205,1706.0466424469705,1365.316932769564
Primary somatosensory area,SSp,12416.0,22414.0,34830.0,12.1535,12.1554375,24.3089375,1021.5987164191386,1843.9484387131272,1432.8063495165102
"Primary somatosensory area, nose",SSp-n,1728.0,4348.0,6076.0,1.509703125,1.5095625,3.019265625,1144.5958953022634,2880.3047240508427,2012.409888580108
"Primary somatosensory area, nose, layer 1",SSp-n1,1027.0,601.0,1628.0,0.2028125,0.202515625,0.40532812500000004,5063.790446841294,2967.672247511766,4016.4989784511004
"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,49.0,311.0,360.0,0.3201875,0.32015625,0.64034375,153.03533086082373,971.4006832601268,562.198038163096
"Primary somatosensory area, nose, layer 4",SSp-n4,11.0,56.0,67.0,0.274109375,0.273953125,0.5480625,40.12996636835205,204.41453259567672,122.2488311095906
"Primary somatosensory area, nose, layer 5",SSp-n5,41.0,337.0,378.0,0.283515625,0.283515625,0.56703125,144.61284100303115,1188.6470101956463,666.6299255993387
"Primary somatosensory area, nose, layer 6a",SSp-n6a,550.0,2991.0,3541.0,0.402328125,0.402546875,0.804875,1367.0433803254496,7430.19058339479,4399.440906973133
"Primary somatosensory area, nose, layer 6b",SSp-n6b,50.0,52.0,102.0,0.02675,0.026875,0.053625,1869.1588785046729,1934.8837209302328,1902.097902097902
"Primary somatosensory area, barrel field",SSp-bfd,1845.0,6473.0,8318.0,3.145734375,3.144515625,6.29025,586.5085159963642,2058.5046385323653,1322.3639759945947
"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,1116.0,4365.0,5481.0,0.419375,0.41946875,0.83884375,2661.102831594635,10406.019518736495,6533.993964907052
"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3,569.0,366.0,935.0,0.75821875,0.75809375,1.5163125000000002,750.4430614515929,482.78989241106393,616.6275091710976
"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,26.0,75.0,101.0,0.641265625,0.641375,1.282640625,40.54482103262591,116.93626973299553,78.74380245830744
"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,23.0,146.0,169.0,0.603984375,0.6041875,1.2081718750000001,38.080455309791745,241.64683976414608,139.88075992912846
"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,96.0,1369.0,1465.0,0.648828125,0.64875,1.297578125,147.95906080674294,2110.211946050096,1129.0264314528267
"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,15.0,152.0,167.0,0.0740625,0.072640625,0.146703125,202.53164556962025,2092.493009249301,1138.3533922675472
"Primary somatosensory area, lower limb",SSp-ll,694.0,1712.0,2406.0,1.176484375,1.17609375,2.352578125,589.8930871903844,1455.6662681015014,1022.7078006176735
"Primary somatosensory area, lower limb, layer 1",SSp-ll1,42.0,1275.0,1317.0,0.149265625,0.14996875,0.29923437500000005,281.37757772427506,8501.771202333819,4401.232311628635
"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,609.0,301.0,910.0,0.32325,0.32334375,0.64659375,1883.9907192575408,930.8978447859284,1407.3751872794935
"Primary somatosensory area, lower limb, layer 4",SSp-ll4,32.0,26.0,58.0,0.1366875,0.13634375,0.27303125,234.1106538637403,190.6944762777905,212.4298958452558
"Primary somatosensory area, lower limb, layer 5",SSp-ll5,7.0,50.0,57.0,0.278,0.2776875,0.5556875,25.17985611510791,180.0585190186811,102.5756382859071
"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,4.0,47.0,51.0,0.263890625,0.26378125,0.527671875,15.157795014506483,178.1779410022509,96.6509727280803
"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,0.0,13.0,13.0,0.025390625,0.02496875,0.050359375,0.0,520.650813516896,258.144585789637
"Primary somatosensory area, mouth",SSp-m,3706.0,4010.0,7716.0,3.105328125,3.1075,6.212828125,1193.4326585857975,1290.4263877715205,1241.9464766699948
"Primary somatosensory area, mouth, layer 1",SSp-m1,561.0,709.0,1270.0,0.3904375,0.39221875,0.78265625,1436.849687850168,1807.6647279101269,1622.679177480535
"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,284.0,364.0,648.0,0.7490625,0.749703125,1.4987656249999999,379.1405924071756,485.5255205185386,432.355792787815
"Primary somatosensory area, mouth, layer 4",SSp-m4,49.0,106.0,155.0,0.4736875,0.473421875,0.9471093749999999,103.44372608523553,223.90177893659856,163.65586076053785
"Primary somatosensory area, mouth, layer 5",SSp-m5,133.0,765.0,898.0,0.60871875,0.60925,1.2179687499999998,218.49170901997024,1255.6421830119,737.2931366260425
"Primary somatosensory area, mouth, layer 6a",SSp-m6a,2462.0,2028.0,4490.0,0.82609375,0.8255625,1.6516562499999998,2980.291280499338,2456.5069270951626,2718.4833405861546
"Primary somatosensory area, mouth, layer 6b",SSp-m6b,217.0,38.0,255.0,0.057328125,0.05734375,0.114671875,3785.227582447533,662.6702997275205,2223.7362038424853
"Primary somatosensory area, upper limb",SSp-ul,2778.0,4557.0,7335.0,1.88471875,1.88615625,3.770875,1473.9599741340717,2416.024653312789,1945.17187655385
"Primary somatosensory area, upper limb, layer 1",SSp-ul1,341.0,2818.0,3159.0,0.230640625,0.231265625,0.46190624999999996,1478.4906171668588,12185.122626849536,6839.050131926122
"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,548.0,967.0,1515.0,0.4891875,0.48934375,0.9785312500000001,1120.2248626549124,1976.115971645699,1548.2387506786317
"Primary somatosensory area, upper limb, layer 4",SSp-ul4,195.0,59.0,254.0,0.261640625,0.261640625,0.52328125,745.2971036130187,225.500149298298,485.39862645565836
