name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,2255088.0,2391678.0,4646766.0,250.9855625,253.297921875,504.28348437499994,8984.931155153596,9442.15405438766,9214.590887820012
Basic cell groups and regions,grey,2024068.0,2139808.0,4163876.0,224.5929375,225.007921875,449.600859375,9012.162281371826,9509.922949240608,9261.272333394325
Cerebrum,CH,1481800.0,1525252.0,3007052.0,137.89371875,137.983015625,275.876734375,10745.957201186871,11053.911186759511,10899.984033856606
Cerebral cortex,CTX,1331407.0,1370020.0,2701427.0,110.753453125,110.7961875,221.549640625,12021.358814856369,12365.226917216803,12193.3260301356
Cortical plate,CTXpl,1291724.0,1336935.0,2628659.0,106.300359375,106.3434375,212.643796875,12151.642831640238,12571.861803884232,12361.794882477689
Isocortex,Isocortex,696917.0,772354.0,1469271.0,61.627640625,61.67009375,123.297734375,11308.513402950026,12523.963448652938,11916.447673980221
"Frontal pole, cerebral cortex",FRP,4339.0,2443.0,6782.0,0.4861875,0.486109375,0.9722968750000001,8924.5404293611,5025.61794863553,6975.235830105902
"Frontal pole, layer 1",FRP1,2141.0,573.0,2714.0,0.12675,0.126671875,0.253421875,16891.518737672584,4523.498211422228,10709.414883778283
"Frontal pole, layer 2/3",FRP2/3,738.0,448.0,1186.0,0.11703125,0.117,0.23403125000000002,6306.008010680907,3829.0598290598286,5067.699292295366
"Frontal pole, layer 5",FRP5,1167.0,1036.0,2203.0,0.185796875,0.18575,0.371546875,6281.052897149104,5577.388963660835,5929.265318137853
"Frontal pole, layer 6a",FRP6a,290.0,384.0,674.0,0.05609375,0.05615625,0.11224999999999999,5169.916434540391,6838.0634390651085,6004.454342984411
"Frontal pole, layer 6b",FRP6b,3.0,2.0,5.0,0.000515625,0.00053125,0.001046875,5818.181818181818,3764.705882352941,4776.119402985074
Somatomotor areas,MO,105924.0,104859.0,210783.0,12.231046875,12.226390625,24.4574375,8660.256238287044,8576.447720031847,8618.359956966055
Primary motor area,MOp,49637.0,49924.0,99561.0,5.676734375,5.676359375,11.35309375,8743.935636410679,8795.07386721793,8769.503907249951
"Primary motor area, Layer 1",MOp1,5802.0,5795.0,11597.0,0.664609375,0.665328125,1.3299375,8729.940049371107,8709.988022827081,8719.958644673152
"Primary motor area, Layer 2/3",MOp2/3,14250.0,11974.0,26224.0,1.8444375,1.844640625,3.689078125,7725.932703059876,6491.237283684999,7108.551001478181
"Primary motor area, Layer 5",MOp5,20572.0,21670.0,42242.0,1.636203125,1.6365625,3.272765625,12573.011067925934,13241.16860798167,12907.126522388844
"Primary motor area, Layer 6a",MOp6a,8393.0,9771.0,18164.0,1.437953125,1.438171875,2.876125,5836.768844603332,6794.041915191812,6315.441783649876
