name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,1280845.0,874105.0,2154950.0,250.9855625,253.297921875,504.28348437499994,5103.261666694474,3450.8968471970416,4273.290850821353
Basic cell groups and regions,grey,1166275.0,790356.0,1956631.0,224.5929375,225.007921875,449.600859375,5192.839155950752,3512.5696616098307,4351.9289592105215
Cerebrum,CH,866570.0,585763.0,1452333.0,137.89371875,137.983015625,275.876734375,6284.332657465588,4245.181896820861,5264.427256942369
Cerebral cortex,CTX,766401.0,510072.0,1276473.0,110.753453125,110.7961875,221.549640625,6919.883564578475,4603.696314008999,5761.566556366424
Cortical plate,CTXpl,741245.0,492604.0,1233849.0,106.300359375,106.3434375,212.643796875,6973.118476345697,4632.199330588688,5802.421787668242
Isocortex,Isocortex,382146.0,232744.0,614890.0,61.627640625,61.67009375,123.297734375,6200.886422463135,3774.017288566227,4987.03405311457
"Frontal pole, cerebral cortex",FRP,2907.0,1625.0,4532.0,0.4861875,0.486109375,0.9722968750000001,5979.174701118396,3342.8690816752915,4661.127806257734
"Frontal pole, layer 1",FRP1,875.0,654.0,1529.0,0.12675,0.126671875,0.253421875,6903.3530571992105,5162.945602565685,6033.417596645909
"Frontal pole, layer 2/3",FRP2/3,1088.0,417.0,1505.0,0.11703125,0.117,0.23403125000000002,9296.662216288383,3564.102564102564,6430.765122179196
"Frontal pole, layer 5",FRP5,829.0,488.0,1317.0,0.185796875,0.18575,0.371546875,4461.8619123707,2627.1870794078063,3544.640228773287
"Frontal pole, layer 6a",FRP6a,115.0,66.0,181.0,0.05609375,0.05615625,0.11224999999999999,2050.139275766017,1175.2921535893156,1612.4721603563476
"Frontal pole, layer 6b",FRP6b,0.0,0.0,0.0,0.000515625,0.00053125,0.001046875,0.0,0.0,0.0
Somatomotor areas,MO,55382.0,26234.0,81616.0,12.231046875,12.226390625,24.4574375,4527.985262913155,2145.686393035557,3337.062601100381
Primary motor area,MOp,25864.0,9510.0,35374.0,5.676734375,5.676359375,11.35309375,4556.140606807941,1675.3696113541089,3115.802685941883
"Primary motor area, Layer 1",MOp1,3603.0,1021.0,4624.0,0.664609375,0.665328125,1.3299375,5421.229575643588,1534.5811512176792,3476.855115371963
"Primary motor area, Layer 2/3",MOp2/3,6292.0,3017.0,9309.0,1.8444375,1.844640625,3.689078125,3411.338145098438,1635.5489297542713,2523.3946489002587
"Primary motor area, Layer 5",MOp5,9794.0,2802.0,12596.0,1.636203125,1.6365625,3.272765625,5985.80937192624,1712.125262554898,3848.7326754417377
"Primary motor area, Layer 6a",MOp6a,5816.0,2490.0,8306.0,1.437953125,1.438171875,2.876125,4044.638103206598,1731.3646882435382,2887.9134251814507
"Primary motor area, Layer 6b",MOp6b,359.0,180.0,539.0,0.09353125,0.09165625,0.1851875,3838.289341797528,1963.859529491988,2910.5636179547755
Secondary motor area,MOs,29518.0,16724.0,46242.0,6.5543125,6.55003125,13.10434375,4503.599729185937,2553.2702611151662,3528.753586000825
"Secondary motor area, layer 1",MOs1,5374.0,3122.0,8496.0,1.1643125,1.159859375,2.324171875,4615.599334371142,2691.705621640555,3655.49557301996
"Secondary motor area, layer 2/3",MOs2/3,6718.0,5136.0,11854.0,1.901640625,1.902859375,3.8045,3532.739000041083,2699.0959329298835,3115.7839400709686
"Secondary motor area, layer 5",MOs5,12757.0,6597.0,19354.0,2.26159375,2.261203125,4.522796875,5640.712440065772,2917.473413627977,4279.210527224926
"Secondary motor area, layer 6a",MOs6a,4477.0,1782.0,6259.0,1.189171875,1.188921875,2.3780937499999997,3764.80481427464,1498.836918952307,2631.9399729299994
"Secondary motor area, layer 6b",MOs6b,192.0,87.0,279.0,0.03759375,0.0371875,0.07478125,5107.231920199501,2339.495798319328,3730.881738403678
Somatosensory areas,SS,96753.0,43768.0,140521.0,16.666171875,16.666015625,33.3321875,5805.352346397784,2626.1825852572365,4215.77491726278
Primary somatosensory area,SSp,77394.0,33250.0,110644.0,12.1535,12.1554375,24.3089375,6368.042127782121,2735.4013378786244,4551.5769662906905
"Primary somatosensory area, nose",SSp-n,10787.0,2834.0,13621.0,1.509703125,1.5095625,3.019265625,7145.113381149026,1877.3651306255952,4511.3619309331225
"Primary somatosensory area, nose, layer 1",SSp-n1,698.0,217.0,915.0,0.2028125,0.202515625,0.40532812500000004,3441.602465331279,1071.522259084947,2257.430322655256
"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,1096.0,815.0,1911.0,0.3201875,0.32015625,0.64034375,3422.9943392543432,2545.6320156173747,2984.334585915768
"Primary somatosensory area, nose, layer 4",SSp-n4,1634.0,259.0,1893.0,0.274109375,0.273953125,0.5480625,5961.12409508066,945.4172132550048,3453.985631200821
"Primary somatosensory area, nose, layer 5",SSp-n5,2828.0,352.0,3180.0,0.283515625,0.283515625,0.56703125,9974.75888674566,1241.5541471479746,5608.156516946818
"Primary somatosensory area, nose, layer 6a",SSp-n6a,4309.0,1149.0,5458.0,0.402328125,0.402546875,0.804875,10710.163501495204,2854.3259713542675,6781.1772014287935
"Primary somatosensory area, nose, layer 6b",SSp-n6b,222.0,42.0,264.0,0.02675,0.026875,0.053625,8299.065420560748,1562.7906976744189,4923.076923076923
"Primary somatosensory area, barrel field",SSp-bfd,21656.0,12404.0,34060.0,3.145734375,3.144515625,6.29025,6884.24304738063,3944.645687680436,5414.72914431064
"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,323.0,298.0,621.0,0.419375,0.41946875,0.83884375,770.193740685544,710.4224092974745,740.3047349402078
"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3,2724.0,2450.0,5174.0,0.75821875,0.75809375,1.5163125000000002,3592.630754646993,3231.7902634073953,3412.225382300812
"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,4495.0,2472.0,6967.0,0.641265625,0.641375,1.282640625,7009.575790063595,3854.219450399532,5431.763086406218
"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,5786.0,2338.0,8124.0,0.603984375,0.6041875,1.2081718750000001,9579.71801836761,3869.6596669080377,6724.208838249938
"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,7456.0,4218.0,11674.0,0.648828125,0.64875,1.297578125,11491.487055990368,6501.7341040462425,8996.760792341502
"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,872.0,628.0,1500.0,0.0740625,0.072640625,0.146703125,11773.839662447255,8645.300064530007,10224.731068271381
"Primary somatosensory area, lower limb",SSp-ll,6932.0,4765.0,11697.0,1.176484375,1.17609375,2.352578125,5892.130951590411,4051.5477613923217,4971.992162853253
"Primary somatosensory area, lower limb, layer 1",SSp-ll1,93.0,152.0,245.0,0.149265625,0.14996875,0.29923437500000005,623.0503506751805,1013.5444884350906,818.7562007205888
"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,1471.0,1504.0,2975.0,0.32325,0.32334375,0.64659375,4550.657385924207,4651.396540059921,4601.034266106037
"Primary somatosensory area, lower limb, layer 4",SSp-ll4,1457.0,730.0,2187.0,0.1366875,0.13634375,0.27303125,10659.350708733426,5354.114141645656,8010.072107130594
"Primary somatosensory area, lower limb, layer 5",SSp-ll5,1991.0,1024.0,3015.0,0.278,0.2776875,0.5556875,7161.870503597122,3687.5984695025886,5425.711393544033
"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,1728.0,1211.0,2939.0,0.263890625,0.26378125,0.527671875,6548.167446266802,4590.925245823954,5569.749193094667
"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,192.0,144.0,336.0,0.025390625,0.02496875,0.050359375,7561.846153846154,5767.20901126408,6672.044678870618
"Primary somatosensory area, mouth",SSp-m,9082.0,1689.0,10771.0,3.105328125,3.1075,6.212828125,2924.650676005454,543.5237329042639,1733.6710083219953
"Primary somatosensory area, mouth, layer 1",SSp-m1,1536.0,220.0,1756.0,0.3904375,0.39221875,0.78265625,3934.0483432047386,560.91148115688,2243.641445398283
