id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,505959.0,699.556515625,723.2567901221884
0,left root,root-L,-1.0,0.0,1941182.0,250.9855625,7734.237701421571
1,left Basic cell groups and regions,grey-L,0.0,1.0,1802201.0,224.5929375,8024.299517432511
2,left Cerebrum,CH-L,1.0,2.0,1482618.0,137.89371875,10751.889306052963
3,left Cerebral cortex,CTX-L,2.0,3.0,1267706.0,110.753453125,11446.19841847482
4,left Cortical plate,CTXpl-L,3.0,4.0,1232191.0,106.300359375,11591.597688330958
5,left Isocortex,Isocortex-L,4.0,5.0,750645.0,61.627640625,12180.330001072469
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,7754.0,0.4861875,15948.57950893431
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,1767.0,0.12675,13940.828402366864
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,2465.0,0.11703125,21062.75033377837
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,2792.0,0.185796875,15027.16340089143
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,728.0,0.05609375,12978.272980501393
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,2.0,0.000515625,3878.7878787878785
12,left Somatomotor areas,MO-L,5.0,6.0,138645.0,12.231046875,11335.497395843313
18,left Primary motor area,MOp-L,12.0,7.0,84093.0,5.676734375,14813.622488721785
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,1074.0,0.664609375,1615.986834371694
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,27540.0,1.8444375,14931.38151875572
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,28719.0,1.636203125,17552.221702302395
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,25349.0,1.437953125,17628.530137239348
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,1411.0,0.09353125,15085.867023053794
