id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,491332.0,699.556515625,702.347828982813
0,left root,root-L,-1.0,0.0,2253470.0,250.9855625,8978.484569207045
1,left Basic cell groups and regions,grey-L,0.0,1.0,2042720.0,224.5929375,9095.210306869067
2,left Cerebrum,CH-L,1.0,2.0,1439074.0,137.89371875,10436.109875381833
3,left Cerebral cortex,CTX-L,2.0,3.0,1263335.0,110.753453125,11406.732380381482
4,left Cortical plate,CTXpl-L,3.0,4.0,1223984.0,106.300359375,11514.391928649113
5,left Isocortex,Isocortex-L,4.0,5.0,699398.0,61.627640625,11348.77131279111
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,2898.0,0.4861875,5960.663324334748
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,550.0,0.12675,4339.250493096647
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,706.0,0.11703125,6032.576769025367
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,1231.0,0.185796875,6625.515095450341
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,410.0,0.05609375,7309.192200557103
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,1.0,0.000515625,1939.3939393939393
12,left Somatomotor areas,MO-L,5.0,6.0,103988.0,12.231046875,8501.970523271337
18,left Primary motor area,MOp-L,12.0,7.0,52433.0,5.676734375,9236.472333620508
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,1867.0,0.664609375,2809.1689197131777
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,13079.0,1.8444375,7091.0507946189555
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,22964.0,1.636203125,14034.932245958154
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,13642.0,1.437953125,9487.096458724967
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,881.0,0.09353125,9419.311727363849
24,left Secondary motor area,MOs-L,12.0,7.0,51555.0,6.5543125,7865.813538796022
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,4448.0,1.1643125,3820.2802082774165
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,11864.0,1.901640625,6238.82338441313
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,25390.0,2.26159375,11226.596288568626
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,9472.0,1.189171875,7965.206879787667
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,381.0,0.03759375,10134.663341645884
30,left Somatosensory areas,SS-L,5.0,6.0,245507.0,16.666171875,14730.857322326756
37,left Primary somatosensory area,SSp-L,30.0,7.0,188324.0,12.1535,15495.453984448925
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,22779.0,1.509703125,15088.396932343901
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,1474.0,0.2028125,7267.796610169491
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,2222.0,0.3201875,6939.683779035721
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,3712.0,0.274109375,13542.039559938437
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,5440.0,0.283515625,19187.65500137779
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,9499.0,0.402328125,23610.0819449299
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,432.0,0.02675,16149.532710280375
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,55413.0,3.145734375,17615.282599949336
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,1672.0,0.419375,3986.8852459016393
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,6325.0,0.75821875,8341.919795573507
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,18695.0,0.641265625,29153.285738651593
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,12177.0,0.603984375,20161.117578579742
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,15169.0,0.648828125,23379.07284768212
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,1375.0,0.0740625,18565.400843881856
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,23874.0,1.176484375,20292.662195364897
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,1233.0,0.149265625,8260.441746048362
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,5463.0,0.32325,16900.232018561484
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,5632.0,0.1366875,41203.475080018296
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,6203.0,0.278,22312.949640287767
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,4916.0,0.263890625,18628.93007282847
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,427.0,0.025390625,16817.23076923077
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,19178.0,3.105328125,6175.836893242964
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,1114.0,0.3904375,2853.209540579478
