id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,673807.0,699.556515625,963.1916577862265
0,left root,root-L,-1.0,0.0,2255088.0,250.9855625,8984.931155153596
1,left Basic cell groups and regions,grey-L,0.0,1.0,2024068.0,224.5929375,9012.162281371826
2,left Cerebrum,CH-L,1.0,2.0,1481800.0,137.89371875,10745.957201186873
3,left Cerebral cortex,CTX-L,2.0,3.0,1331407.0,110.753453125,12021.358814856367
4,left Cortical plate,CTXpl-L,3.0,4.0,1291724.0,106.300359375,12151.642831640238
5,left Isocortex,Isocortex-L,4.0,5.0,696917.0,61.627640625,11308.513402950026
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,4339.0,0.4861875,8924.5404293611
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,2141.0,0.12675,16891.518737672584
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,738.0,0.11703125,6306.008010680907
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,1167.0,0.185796875,6281.052897149104
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,290.0,0.05609375,5169.916434540391
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,3.0,0.000515625,5818.181818181818
12,left Somatomotor areas,MO-L,5.0,6.0,105924.0,12.231046875,8660.256238287044
18,left Primary motor area,MOp-L,12.0,7.0,49637.0,5.676734375,8743.935636410679
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,5802.0,0.664609375,8729.940049371107
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,14250.0,1.8444375,7725.932703059876
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,20572.0,1.636203125,12573.011067925934
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,8393.0,1.437953125,5836.768844603332
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,620.0,0.09353125,6628.800534580689
24,left Secondary motor area,MOs-L,12.0,7.0,56287.0,6.5543125,8587.780945751367
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,10565.0,1.1643125,9074.02437060497
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,14047.0,1.901640625,7386.779507826302
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,23945.0,2.26159375,10587.666330436225
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,7445.0,1.189171875,6260.659334883782
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,285.0,0.03759375,7581.047381546135
30,left Somatosensory areas,SS-L,5.0,6.0,226640.0,16.666171875,13598.803714485273
37,left Primary somatosensory area,SSp-L,30.0,7.0,161332.0,12.1535,13274.529970790309
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,22164.0,1.509703125,14681.032073772783
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,1825.0,0.2028125,8998.459167950694
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,2934.0,0.3201875,9163.380831544016
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,5740.0,0.274109375,20940.54608675825
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,5330.0,0.283515625,18799.66933039405
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,6067.0,0.402328125,15079.731251699095
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,268.0,0.02675,10018.691588785046
51,"left Primary somatosensory area, barrel field",SSp-bfd-L,37.0,8.0,49414.0,3.145734375,15708.255723276063
52,"left Primary somatosensory area, barrel field, layer 1",SSp-bfd1-L,51.0,9.0,5069.0,0.419375,12087.034277198212
53,"left Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3-L,51.0,9.0,6480.0,0.75821875,8546.346288587562
54,"left Primary somatosensory area, barrel field, layer 4",SSp-bfd4-L,51.0,9.0,14996.0,0.641265625,23385.005238663776
55,"left Primary somatosensory area, barrel field, layer 5",SSp-bfd5-L,51.0,9.0,10817.0,0.603984375,17909.403699392056
56,"left Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a-L,51.0,9.0,10923.0,0.648828125,16834.96688741722
57,"left Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b-L,51.0,9.0,1129.0,0.0740625,15243.881856540083
65,"left Primary somatosensory area, lower limb",SSp-ll-L,37.0,8.0,15737.0,1.176484375,13376.293246563517
66,"left Primary somatosensory area, lower limb, layer 1",SSp-ll1-L,65.0,9.0,216.0,0.149265625,1447.0846854391289
67,"left Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3-L,65.0,9.0,3021.0,0.32325,9345.707656612529
68,"left Primary somatosensory area, lower limb, layer 4",SSp-ll4-L,65.0,9.0,3743.0,0.1366875,27383.630544124375
69,"left Primary somatosensory area, lower limb, layer 5",SSp-ll5-L,65.0,9.0,4607.0,0.278,16571.942446043166
70,"left Primary somatosensory area, lower limb, layer 6a",SSp-ll6a-L,65.0,9.0,3698.0,0.263890625,14013.381490911244
71,"left Primary somatosensory area, lower limb, layer 6b",SSp-ll6b-L,65.0,9.0,452.0,0.025390625,17801.846153846152
72,"left Primary somatosensory area, mouth",SSp-m-L,37.0,8.0,24191.0,3.105328125,7790.159051227476
73,"left Primary somatosensory area, mouth, layer 1",SSp-m1-L,72.0,9.0,1993.0,0.3904375,5104.5301744837525
74,"left Primary somatosensory area, mouth, layer 2/3",SSp-m2/3-L,72.0,9.0,4237.0,0.7490625,5656.403838130997
75,"left Primary somatosensory area, mouth, layer 4",SSp-m4-L,72.0,9.0,4955.0,0.4736875,10460.482913313102
76,"left Primary somatosensory area, mouth, layer 5",SSp-m5-L,72.0,9.0,7042.0,0.60871875,11568.561014425792
77,"left Primary somatosensory area, mouth, layer 6a",SSp-m6a-L,72.0,9.0,5736.0,0.82609375,6943.521846037451
78,"left Primary somatosensory area, mouth, layer 6b",SSp-m6b-L,72.0,9.0,228.0,0.057328125,3977.1054783319705
79,"left Primary somatosensory area, upper limb",SSp-ul-L,37.0,8.0,26657.0,1.88471875,14143.754870587454
80,"left Primary somatosensory area, upper limb, layer 1",SSp-ul1-L,79.0,9.0,1563.0,0.230640625,6776.776641148974
81,"left Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3-L,79.0,9.0,6350.0,0.4891875,12980.707806311486
82,"left Primary somatosensory area, upper limb, layer 4",SSp-ul4-L,79.0,9.0,7080.0,0.261640625,27060.017915795757
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79.0,9.0,5511.0,0.395625,13929.857819905214
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79.0,9.0,5707.0,0.470546875,12128.44097625768
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79.0,9.0,446.0,0.037078125,12028.655710071638
86,"left Primary somatosensory area, trunk",SSp-tr-L,37.0,8.0,13242.0,0.700375,18907.014099589505
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86.0,9.0,437.0,0.10228125,4272.532844485182
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86.0,9.0,3789.0,0.21225,17851.59010600707
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86.0,9.0,3644.0,0.07596875,47967.09173179761
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86.0,9.0,3192.0,0.17646875,18088.18841862936
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86.0,9.0,1873.0,0.11621875,16116.160258133908
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86.0,9.0,307.0,0.0171875,17861.81818181818
93,"left Primary somatosensory area, unassigned",SSp-un-L,37.0,8.0,9927.0,0.63115625,15728.276476704461
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93.0,9.0,564.0,0.08315625,6782.412626832018
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93.0,9.0,2065.0,0.165390625,12485.592820028342
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93.0,9.0,2793.0,0.09409375,29683.161740285617
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93.0,9.0,2063.0,0.129125,15976.766698935142
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93.0,9.0,2267.0,0.146953125,15426.687931951092
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93.0,9.0,175.0,0.0124375,14070.35175879397
100,left Supplemental somatosensory area,SSs-L,30.0,7.0,65308.0,4.512671875,14472.135756602069
101,"left Supplemental somatosensory area, layer 1",SSs1-L,100.0,8.0,4343.0,0.624,6959.9358974358975
