id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
-1,background,bkd,-2.0,-1.0,274278.0,699.556515625,392.0741124896159
0,left root,root-L,-1.0,0.0,957505.0,250.9855625,3814.980393543553
1,left Basic cell groups and regions,grey-L,0.0,1.0,868119.0,224.5929375,3865.2996379282854
2,left Cerebrum,CH-L,1.0,2.0,634463.0,137.89371875,4601.10152769377
3,left Cerebral cortex,CTX-L,2.0,3.0,540411.0,110.753453125,4879.405424859073
4,left Cortical plate,CTXpl-L,3.0,4.0,516191.0,106.300359375,4855.966649924602
5,left Isocortex,Isocortex-L,4.0,5.0,265022.0,61.627640625,4300.37556707129
6,"left Frontal pole, cerebral cortex",FRP-L,5.0,6.0,924.0,0.4861875,1900.5013497878906
7,"left Frontal pole, layer 1",FRP1-L,6.0,7.0,165.0,0.12675,1301.775147928994
8,"left Frontal pole, layer 2/3",FRP2/3-L,6.0,7.0,262.0,0.11703125,2238.7182910547394
9,"left Frontal pole, layer 5",FRP5-L,6.0,7.0,394.0,0.185796875,2120.5954082919857
10,"left Frontal pole, layer 6a",FRP6a-L,6.0,7.0,101.0,0.05609375,1800.557103064067
11,"left Frontal pole, layer 6b",FRP6b-L,6.0,7.0,2.0,0.000515625,3878.7878787878785
12,left Somatomotor areas,MO-L,5.0,6.0,39372.0,12.231046875,3219.0212663214897
18,left Primary motor area,MOp-L,12.0,7.0,16817.0,5.676734375,2962.4426455571124
19,"left Primary motor area, Layer 1",MOp1-L,18.0,8.0,890.0,0.664609375,1339.1324791348302
20,"left Primary motor area, Layer 2/3",MOp2/3-L,18.0,8.0,5270.0,1.8444375,2857.2396733421438
21,"left Primary motor area, Layer 5",MOp5-L,18.0,8.0,5889.0,1.636203125,3599.186378524977
22,"left Primary motor area, Layer 6a",MOp6a-L,18.0,8.0,4453.0,1.437953125,3096.7629768877205
23,"left Primary motor area, Layer 6b",MOp6b-L,18.0,8.0,315.0,0.09353125,3367.858336117608
24,left Secondary motor area,MOs-L,12.0,7.0,22555.0,6.5543125,3441.2457446909953
25,"left Secondary motor area, layer 1",MOs1-L,24.0,8.0,2264.0,1.1643125,1944.4951419829297
26,"left Secondary motor area, layer 2/3",MOs2/3-L,24.0,8.0,6788.0,1.901640625,3569.549320077236
27,"left Secondary motor area, layer 5",MOs5-L,24.0,8.0,9214.0,2.26159375,4074.1180859736637
28,"left Secondary motor area, layer 6a",MOs6a-L,24.0,8.0,4121.0,1.189171875,3465.4368192150523
29,"left Secondary motor area, layer 6b",MOs6b-L,24.0,8.0,168.0,0.03759375,4468.827930174563
30,left Somatosensory areas,SS-L,5.0,6.0,87622.0,16.666171875,5257.476081321164
37,left Primary somatosensory area,SSp-L,30.0,7.0,60678.0,12.1535,4992.63586621138
44,"left Primary somatosensory area, nose",SSp-n-L,37.0,8.0,13669.0,1.509703125,9054.09797042051
45,"left Primary somatosensory area, nose, layer 1",SSp-n1-L,44.0,9.0,700.0,0.2028125,3451.4637904468414
46,"left Primary somatosensory area, nose, layer 2/3",SSp-n2/3-L,44.0,9.0,1538.0,0.3201875,4803.435487019325
47,"left Primary somatosensory area, nose, layer 4",SSp-n4-L,44.0,9.0,3160.0,0.274109375,11528.244883999316
48,"left Primary somatosensory area, nose, layer 5",SSp-n5-L,44.0,9.0,3835.0,0.283515625,13526.591347478645
49,"left Primary somatosensory area, nose, layer 6a",SSp-n6a-L,44.0,9.0,4231.0,0.402328125,10516.291894830867
50,"left Primary somatosensory area, nose, layer 6b",SSp-n6b-L,44.0,9.0,205.0,0.02675,7663.551401869159
