name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,1162833.0,781375.0,1944208.0,250.9855625,253.297921875,504.28348437499994,4633.067290474129,3084.8062006035757,3855.38701988152
Basic cell groups and regions,grey,1024607.0,633980.0,1658587.0,224.5929375,225.007921875,449.600859375,4562.062420150678,2817.589686252019,3689.020973637902
Cerebrum,CH,700648.0,378987.0,1079635.0,137.89371875,137.983015625,275.876734375,5081.072628625442,2746.620649529669,3913.468826742197
Cerebral cortex,CTX,612593.0,320741.0,933334.0,110.753453125,110.7961875,221.549640625,5531.141311762148,2894.8739775003537,4212.753391822389
Cortical plate,CTXpl,597112.0,311485.0,908597.0,106.300359375,106.3434375,212.643796875,5617.215252241474,2929.0476904134307,4272.859182128446
Isocortex,Isocortex,336664.0,153854.0,490518.0,61.627640625,61.67009375,123.297734375,5462.873421498927,2494.791083400939,3978.321276432619
"Frontal pole, cerebral cortex",FRP,2114.0,2335.0,4449.0,0.4861875,0.486109375,0.9722968750000001,4348.116724514719,4803.445726591881,4575.762932489112
"Frontal pole, layer 1",FRP1,509.0,746.0,1255.0,0.12675,0.126671875,0.253421875,4015.7790927021697,5889.231528308869,4952.2165361612915
"Frontal pole, layer 2/3",FRP2/3,628.0,691.0,1319.0,0.11703125,0.117,0.23403125000000002,5366.088117489987,5905.982905982905,5635.999465883295
"Frontal pole, layer 5",FRP5,749.0,710.0,1459.0,0.185796875,0.18575,0.371546875,4031.284164494155,3822.341857335128,3926.826191177089
"Frontal pole, layer 6a",FRP6a,225.0,187.0,412.0,0.05609375,0.05615625,0.11224999999999999,4011.142061281337,3329.9944351697272,3670.378619153675
"Frontal pole, layer 6b",FRP6b,3.0,1.0,4.0,0.000515625,0.00053125,0.001046875,5818.181818181818,1882.3529411764705,3820.8955223880594
Somatomotor areas,MO,54690.0,30329.0,85019.0,12.231046875,12.226390625,24.4574375,4471.407930893078,2480.6176189058247,3476.202279981294
Primary motor area,MOp,32192.0,12172.0,44364.0,5.676734375,5.676359375,11.35309375,5670.866007360086,2144.33216712957,3907.6573290870606
"Primary motor area, Layer 1",MOp1,5327.0,2945.0,8272.0,0.664609375,0.665328125,1.3299375,8015.234512754203,4426.387355862943,6219.841157949152
"Primary motor area, Layer 2/3",MOp2/3,8850.0,3633.0,12483.0,1.8444375,1.844640625,3.689078125,4798.210836637186,1969.4893144836817,3383.7721991859416
"Primary motor area, Layer 5",MOp5,9858.0,2418.0,12276.0,1.636203125,1.6365625,3.272765625,6024.924319833456,1477.487110941379,3750.9560434838654
"Primary motor area, Layer 6a",MOp6a,7758.0,2993.0,10751.0,1.437953125,1.438171875,2.876125,5395.168914146628,2081.1142618124136,3738.0155591290363
"Primary motor area, Layer 6b",MOp6b,399.0,183.0,582.0,0.09353125,0.09165625,0.1851875,4265.953892415637,1996.5905216501876,3142.760715491056
Secondary motor area,MOs,22498.0,18157.0,40655.0,6.5543125,6.55003125,13.10434375,3432.5491804060302,2772.0478432831906,3102.4064062727293
"Secondary motor area, layer 1",MOs1,5364.0,5300.0,10664.0,1.1643125,1.159859375,2.324171875,4607.010574910086,4569.519472996457,4588.30094052317
"Secondary motor area, layer 2/3",MOs2/3,5522.0,6638.0,12160.0,1.901640625,1.902859375,3.8045,2903.808389137669,3488.4343463373375,3196.2150085425155
"Secondary motor area, layer 5",MOs5,6675.0,4170.0,10845.0,2.26159375,2.261203125,4.522796875,2951.458457116801,1844.1509981550196,2397.85254561095
"Secondary motor area, layer 6a",MOs6a,4815.0,1965.0,6780.0,1.189171875,1.188921875,2.3780937499999997,4049.03622531436,1652.757882009699,2851.0230095007823
"Secondary motor area, layer 6b",MOs6b,122.0,84.0,206.0,0.03759375,0.0371875,0.07478125,3245.220282626766,2258.823529411765,2754.7012118679486
Somatosensory areas,SS,134021.0,51130.0,185151.0,16.666171875,16.666015625,33.3321875,8041.498731993606,3067.9198406187743,5554.720943532433
Primary somatosensory area,SSp,97879.0,31700.0,129579.0,12.1535,12.1554375,24.3089375,8053.564816719464,2607.886388293305,5330.508583519951
"Primary somatosensory area, nose",SSp-n,13240.0,4467.0,17707.0,1.509703125,1.5095625,3.019265625,8769.93614224651,2959.1355111166317,5864.671148302826
"Primary somatosensory area, nose, layer 1",SSp-n1,1476.0,1382.0,2858.0,0.2028125,0.202515625,0.40532812500000004,7277.657935285054,6824.164802098603,7051.07744497128
"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,2422.0,847.0,3269.0,0.3201875,0.32015625,0.64034375,7564.317782549288,2645.5832113225965,5105.070518764335
"Primary somatosensory area, nose, layer 4",SSp-n4,3979.0,970.0,4949.0,0.274109375,0.273953125,0.5480625,14516.103289061164,3540.7517253179717,9029.992017333789
"Primary somatosensory area, nose, layer 5",SSp-n5,1461.0,356.0,1817.0,0.283515625,0.283515625,0.56703125,5153.155139156793,1255.662717001929,3204.408928079361
"Primary somatosensory area, nose, layer 6a",SSp-n6a,3692.0,818.0,4510.0,0.402328125,0.402546875,0.804875,9176.589382111928,2032.0614835228816,5603.354558161205
"Primary somatosensory area, nose, layer 6b",SSp-n6b,210.0,94.0,304.0,0.02675,0.026875,0.053625,7850.467289719626,3497.6744186046512,5668.997668997669
"Primary somatosensory area, barrel field",SSp-bfd,23771.0,6180.0,29951.0,3.145734375,3.144515625,6.29025,7556.582077913047,1965.3265357840287,4761.495965979095
"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,3012.0,1986.0,4998.0,0.419375,0.41946875,0.83884375,7182.116244411326,4734.560083438873,5958.20139328689
"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3,4201.0,1439.0,5640.0,0.75821875,0.75809375,1.5163125000000002,5540.617400980917,1898.1821179768333,3719.5498948930376
"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,8716.0,987.0,9703.0,0.641265625,0.641375,1.282640625,13591.871543091056,1538.881309686221,7564.862527257002
"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,3137.0,626.0,3763.0,0.603984375,0.6041875,1.2081718750000001,5193.842969861596,1036.1022033722977,3114.6230746349725
"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,4308.0,901.0,5209.0,0.648828125,0.64875,1.297578125,6639.662853702589,1388.824662813102,4014.401830332952
"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,397.0,241.0,638.0,0.0740625,0.072640625,0.146703125,5360.337552742616,3317.702731770273,4348.918947704761
"Primary somatosensory area, lower limb",SSp-ll,2128.0,1543.0,3671.0,1.176484375,1.17609375,2.352578125,1808.778803373398,1311.9702404676498,1560.4157672765916
"Primary somatosensory area, lower limb, layer 1",SSp-ll1,949.0,640.0,1589.0,0.149265625,0.14996875,0.29923437500000005,6357.793363341359,4267.5557407793285,5310.218787530676
"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,357.0,253.0,610.0,0.32325,0.32334375,0.64659375,1104.4083526682134,782.4490190393351,943.4053453192209
"Primary somatosensory area, lower limb, layer 4",SSp-ll4,207.0,143.0,350.0,0.1366875,0.13634375,0.27303125,1514.40329218107,1048.8196195278476,1281.904543893785
"Primary somatosensory area, lower limb, layer 5",SSp-ll5,198.0,166.0,364.0,0.278,0.2776875,0.5556875,712.230215827338,597.7942831420212,655.0444269485997
"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,347.0,296.0,643.0,0.263890625,0.26378125,0.527671875,1314.9387175084375,1122.1419263120483,1218.560303218738
"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,70.0,45.0,115.0,0.025390625,0.02496875,0.050359375,2756.923076923077,1802.252816020025,2283.5867204467886
"Primary somatosensory area, mouth",SSp-m,43495.0,12878.0,56373.0,3.105328125,3.1075,6.212828125,14006.571366753711,4144.1673370876915,9073.645506650806
"Primary somatosensory area, mouth, layer 1",SSp-m1,3267.0,3387.0,6654.0,0.3904375,0.39221875,0.78265625,8367.53641748039,8635.487212174328,8501.816729886204
"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,11137.0,2909.0,14046.0,0.7490625,0.749703125,1.4987656249999999,14867.918231122238,3880.202580187991,9371.712138113657
"Primary somatosensory area, mouth, layer 4",SSp-m4,12160.0,2681.0,14841.0,0.4736875,0.473421875,0.9471093749999999,25670.93284074416,5663.025182349253,15669.784706755754
"Primary somatosensory area, mouth, layer 5",SSp-m5,5987.0,1176.0,7163.0,0.60871875,0.60925,1.2179687499999998,9835.412495507984,1930.2421009437835,5881.1032713277755
