name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,2254799.0,1525077.0,3779876.0,250.9855625,253.297921875,504.28348437499994,8983.77969449936,6020.882400893168,7495.537960527721
Basic cell groups and regions,grey,1973254.0,1292570.0,3265824.0,224.5929375,225.007921875,449.600859375,8785.91295863878,5744.553299408139,7263.829532131886
Cerebrum,CH,1341997.0,816430.0,2158427.0,137.89371875,137.983015625,275.876734375,9732.111166231058,5916.887642308332,7823.881940932519
Cerebral cortex,CTX,1208953.0,716114.0,1925067.0,110.753453125,110.7961875,221.549640625,10915.71383002872,6463.345139921895,8689.10007964496
Cortical plate,CTXpl,1184427.0,700489.0,1884916.0,106.300359375,106.3434375,212.643796875,11142.267128389,6587.044922259543,8864.19461889135
Isocortex,Isocortex,735922.0,398645.0,1134567.0,61.627640625,61.67009375,123.297734375,11941.427459117498,6464.1542725074905,9201.847915139357
"Frontal pole, cerebral cortex",FRP,4666.0,1818.0,6484.0,0.4861875,0.486109375,0.9722968750000001,9597.12045250032,3739.899071068111,6668.7450785029005
"Frontal pole, layer 1",FRP1,1285.0,807.0,2092.0,0.12675,0.126671875,0.253421875,10138.067061143984,6370.7906747255465,8255.009556692767
"Frontal pole, layer 2/3",FRP2/3,1181.0,410.0,1591.0,0.11703125,0.117,0.23403125000000002,10091.3217623498,3504.273504273504,6798.23741487515
"Frontal pole, layer 5",FRP5,1833.0,427.0,2260.0,0.185796875,0.18575,0.371546875,9865.612648221344,2298.7886944818306,6082.677993187266
"Frontal pole, layer 6a",FRP6a,363.0,168.0,531.0,0.05609375,0.05615625,0.11224999999999999,6471.309192200557,2991.6527545909853,4730.512249443208
"Frontal pole, layer 6b",FRP6b,4.0,6.0,10.0,0.000515625,0.00053125,0.001046875,7757.575757575757,11294.117647058823,9552.238805970148
Somatomotor areas,MO,129484.0,75188.0,204672.0,12.231046875,12.226390625,24.4574375,10586.501819779838,6149.648110069279,8368.497312933949
Primary motor area,MOp,69828.0,41535.0,111363.0,5.676734375,5.676359375,11.35309375,12300.734081819708,7317.189990283165,9809.044340887258
"Primary motor area, Layer 1",MOp1,3530.0,3808.0,7338.0,0.664609375,0.665328125,1.3299375,5311.390619489833,5723.491698175242,5517.552516565628
"Primary motor area, Layer 2/3",MOp2/3,24180.0,14430.0,38610.0,1.8444375,1.844640625,3.689078125,13109.6879129816,7822.661934489272,10466.029368787087
"Primary motor area, Layer 5",MOp5,25392.0,12070.0,37462.0,1.636203125,1.6365625,3.272765625,15518.855582188184,7375.2148176436895,11446.58808251813
"Primary motor area, Layer 6a",MOp6a,16370.0,10677.0,27047.0,1.437953125,1.438171875,2.876125,11384.23757728542,7424.008343926208,9403.97235864227
"Primary motor area, Layer 6b",MOp6b,356.0,550.0,906.0,0.09353125,0.09165625,0.1851875,3806.21450050117,6000.681895669963,4892.338845764428
Secondary motor area,MOs,59656.0,33653.0,93309.0,6.5543125,6.55003125,13.10434375,9101.793666383774,5137.838082833574,7120.463395963648
"Secondary motor area, layer 1",MOs1,7323.0,5124.0,12447.0,1.1643125,1.159859375,2.324171875,6289.548553330827,4417.776939553556,5355.455908354454
"Secondary motor area, layer 2/3",MOs2/3,19380.0,9044.0,28424.0,1.901640625,1.902859375,3.8045,10191.200032866358,4752.847277534631,7471.15258246813
"Secondary motor area, layer 5",MOs5,24090.0,12289.0,36379.0,2.26159375,2.261203125,4.522796875,10651.780409279962,5434.717413987299,8043.474205327871
"Secondary motor area, layer 6a",MOs6a,8675.0,6993.0,15668.0,1.189171875,1.188921875,2.3780937499999997,7294.992576241344,5881.799424373448,6588.470282132486
"Secondary motor area, layer 6b",MOs6b,188.0,203.0,391.0,0.03759375,0.0371875,0.07478125,5000.831255195345,5458.823529411765,5228.583368157126
Somatosensory areas,SS,277557.0,145220.0,422777.0,16.666171875,16.666015625,33.3321875,16653.914413084138,8713.540372670808,12683.746003768878
Primary somatosensory area,SSp,210597.0,106894.0,317491.0,12.1535,12.1554375,24.3089375,17328.094787509774,8793.92452966008,13060.669558264322
"Primary somatosensory area, nose",SSp-n,25421.0,16091.0,41512.0,1.509703125,1.5095625,3.019265625,16838.40986949007,10659.379787189995,13749.038725269493
