name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,1407032.0,1098438.0,2505470.0,250.9855625,253.297921875,504.28348437499994,5606.027637545885,4336.545645021392,4968.37607740661
Basic cell groups and regions,grey,1295971.0,986979.0,2282950.0,224.5929375,225.007921875,449.600859375,5770.310564640974,4386.418894834745,5077.726059450995
Cerebrum,CH,1079868.0,733394.0,1813262.0,137.89371875,137.983015625,275.876734375,7831.161635127053,5315.103432680176,6572.725330057111
Cerebral cortex,CTX,978937.0,631480.0,1610417.0,110.753453125,110.7961875,221.549640625,8838.884679244624,5699.474090658579,7268.876606872176
Cortical plate,CTXpl,952054.0,609412.0,1561466.0,106.300359375,106.3434375,212.643796875,8956.263229942631,5730.602793425782,7343.106278890836
Isocortex,Isocortex,476147.0,315243.0,791390.0,61.627640625,61.67009375,123.297734375,7726.192260017257,5111.7645657868,6418.5283209913
"Frontal pole, cerebral cortex",FRP,2113.0,2572.0,4685.0,0.4861875,0.486109375,0.9722968750000001,4346.0599048720915,5290.990324965446,4818.487151879409
"Frontal pole, layer 1",FRP1,811.0,448.0,1259.0,0.12675,0.126671875,0.253421875,6398.422090729783,3536.696681879858,4968.000493248659
"Frontal pole, layer 2/3",FRP2/3,509.0,512.0,1021.0,0.11703125,0.117,0.23403125000000002,4349.265687583445,4376.068376068376,4362.665242355454
"Frontal pole, layer 5",FRP5,558.0,1305.0,1863.0,0.185796875,0.18575,0.371546875,3003.279791438903,7025.57200538358,5014.1721687203
"Frontal pole, layer 6a",FRP6a,233.0,307.0,540.0,0.05609375,0.05615625,0.11224999999999999,4153.760445682451,5466.889259877574,4810.690423162584
"Frontal pole, layer 6b",FRP6b,2.0,0.0,2.0,0.000515625,0.00053125,0.001046875,3878.7878787878785,0.0,1910.4477611940297
Somatomotor areas,MO,82537.0,54215.0,136752.0,12.231046875,12.226390625,24.4574375,6748.154989799268,4434.260417718332,5591.427965419517
Primary motor area,MOp,42436.0,19983.0,62419.0,5.676734375,5.676359375,11.35309375,7475.424636193235,3520.3902148989646,5497.9727442134445
"Primary motor area, Layer 1",MOp1,3347.0,2242.0,5589.0,0.664609375,0.665328125,1.3299375,5036.040907487952,3369.765858011789,4202.453122797124
"Primary motor area, Layer 2/3",MOp2/3,14934.0,5124.0,20058.0,1.8444375,1.844640625,3.689078125,8096.777472806751,2777.7768366128225,5437.130719480222
"Primary motor area, Layer 5",MOp5,14306.0,6588.0,20894.0,1.636203125,1.6365625,3.272765625,8743.41319938501,4025.5107886194382,6384.202962899307
"Primary motor area, Layer 6a",MOp6a,9194.0,5553.0,14747.0,1.437953125,1.438171875,2.876125,6393.810646643993,3861.1518529383,5127.384936329262
"Primary motor area, Layer 6b",MOp6b,655.0,476.0,1131.0,0.09353125,0.09165625,0.1851875,7003.007016371534,5193.3174224343675,6107.323658454269
