name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,1266071.0,2002615.0,3268686.0,250.9855625,253.297921875,504.28348437499994,5044.397723076203,7906.164350563723,6481.842259916863
Basic cell groups and regions,grey,1168952.0,1821557.0,2990509.0,224.5929375,225.007921875,449.600859375,5204.7584978045,8095.523858986354,6651.475275552569
Cerebrum,CH,895716.0,1429125.0,2324841.0,137.89371875,137.983015625,275.876734375,6495.698340139224,10357.252981656597,8427.10062255499
Cerebral cortex,CTX,759666.0,1230993.0,1990659.0,110.753453125,110.7961875,221.549640625,6859.072819541039,11110.427423326277,8985.160140112504
Cortical plate,CTXpl,728238.0,1193300.0,1921538.0,106.300359375,106.3434375,212.643796875,6850.757648249954,11221.190776346684,9036.416901121984
Isocortex,Isocortex,451787.0,832325.0,1284112.0,61.627640625,61.67009375,123.297734375,7330.9150799572735,13496.412108178449,10414.72502726188
"Frontal pole, cerebral cortex",FRP,3067.0,3614.0,6681.0,0.4861875,0.486109375,0.9722968750000001,6308.26584393881,7434.540837645849,6871.358092146495
"Frontal pole, layer 1",FRP1,567.0,541.0,1108.0,0.12675,0.126671875,0.253421875,4473.372781065089,4270.877019859381,4372.156113200567
"Frontal pole, layer 2/3",FRP2/3,404.0,569.0,973.0,0.11703125,0.117,0.23403125000000002,3452.0694259012016,4863.247863247863,4157.564427827479
"Frontal pole, layer 5",FRP5,1568.0,1507.0,3075.0,0.185796875,0.18575,0.371546875,8439.323858380287,8113.055181695828,8276.21010134993
"Frontal pole, layer 6a",FRP6a,528.0,989.0,1517.0,0.05609375,0.05615625,0.11224999999999999,9412.813370473536,17611.574846967167,13514.476614699333
"Frontal pole, layer 6b",FRP6b,0.0,8.0,8.0,0.000515625,0.00053125,0.001046875,0.0,15058.823529411764,7641.791044776119
Somatomotor areas,MO,57008.0,141829.0,198837.0,12.231046875,12.226390625,24.4574375,4660.925641330272,11600.234635886254,8129.91957967796
