name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
root,root,547563.0,563352.0,1110915.0,250.9855625,253.297921875,504.28348437499994,2181.651384828161,2224.0687796799557,2202.957333367458
Basic cell groups and regions,grey,482729.0,493769.0,976498.0,224.5929375,225.007921875,449.600859375,2149.350755964889,2194.4516259045604,2171.9220051257266
Cerebrum,CH,295779.0,336934.0,632713.0,137.89371875,137.983015625,275.876734375,2144.978050350825,2441.851255923368,2293.4626996851116
Cerebral cortex,CTX,259253.0,299813.0,559066.0,110.753453125,110.7961875,221.549640625,2340.811890599912,2705.9866116783123,2523.4344701388522
Cortical plate,CTXpl,246390.0,284081.0,530471.0,106.300359375,106.3434375,212.643796875,2317.8661055208686,2671.3543090047283,2494.646012701846
Isocortex,Isocortex,142987.0,171497.0,314484.0,61.627640625,61.67009375,123.297734375,2320.176442743706,2780.8778870228325,2550.606477841049
"Frontal pole, cerebral cortex",FRP,211.0,109.0,320.0,0.4861875,0.486109375,0.9722968750000001,433.9889445944209,224.229372247758,329.11758561396175
"Frontal pole, layer 1",FRP1,64.0,52.0,116.0,0.12675,0.126671875,0.253421875,504.930966469428,410.5094362896263,457.73475553363335
"Frontal pole, layer 2/3",FRP2/3,27.0,1.0,28.0,0.11703125,0.117,0.23403125000000002,230.7076101468625,8.547008547008547,119.64214180798503
"Frontal pole, layer 5",FRP5,75.0,8.0,83.0,0.185796875,0.18575,0.371546875,403.6666386342612,43.06864064602961,223.39038647546155
"Frontal pole, layer 6a",FRP6a,45.0,46.0,91.0,0.05609375,0.05615625,0.11224999999999999,802.2284122562675,819.1430161380079,810.6904231625836
"Frontal pole, layer 6b",FRP6b,0.0,2.0,2.0,0.000515625,0.00053125,0.001046875,0.0,3764.705882352941,1910.4477611940297
Somatomotor areas,MO,9700.0,18367.0,28067.0,12.231046875,12.226390625,24.4574375,793.0637580848941,1502.2422040437627,1147.5854737439277
Primary motor area,MOp,4304.0,11591.0,15895.0,5.676734375,5.676359375,11.35309375,758.1823836878048,2041.9778302003651,1400.058904648788
"Primary motor area, Layer 1",MOp1,445.0,2032.0,2477.0,0.664609375,0.665328125,1.3299375,669.5662395674151,3054.1321246565367,1862.49353823018
"Primary motor area, Layer 2/3",MOp2/3,882.0,3278.0,4160.0,1.8444375,1.844640625,3.689078125,478.194571515706,1777.0399044529338,1127.6529959635918
"Primary motor area, Layer 5",MOp5,1285.0,3044.0,4329.0,1.636203125,1.6365625,3.272765625,785.3548134495832,1859.996181019668,1322.7344992050876
"Primary motor area, Layer 6a",MOp6a,1596.0,3098.0,4694.0,1.437953125,1.438171875,2.876125,1109.9110063132273,2154.123616135936,1632.0570211656309
"Primary motor area, Layer 6b",MOp6b,96.0,139.0,235.0,0.09353125,0.09165625,0.1851875,1026.3949214834615,1516.535969996591,1268.9841376982788
Secondary motor area,MOs,5396.0,6776.0,12172.0,6.5543125,6.55003125,13.10434375,823.2747523100248,1034.4988812076278,928.8523128065837
"Secondary motor area, layer 1",MOs1,1113.0,1152.0,2265.0,1.1643125,1.159859375,2.324171875,955.9289280154596,993.2238552626262,974.5406630049681
"Secondary motor area, layer 2/3",MOs2/3,935.0,1549.0,2484.0,1.901640625,1.902859375,3.8045,491.6807033400436,814.0380841332534,652.9110264160862
"Secondary motor area, layer 5",MOs5,1843.0,1861.0,3704.0,2.26159375,2.261203125,4.522796875,814.912050406931,823.0131912629477,818.9622709952014
"Secondary motor area, layer 6a",MOs6a,1469.0,2156.0,3625.0,1.189171875,1.188921875,2.3780937499999997,1235.3134402880155,1813.4076303373593,1524.3301488850052
"Secondary motor area, layer 6b",MOs6b,36.0,58.0,94.0,0.03759375,0.0371875,0.07478125,957.6059850374064,1559.6638655462186,1256.9995821145008
Somatosensory areas,SS,38957.0,47133.0,86090.0,16.666171875,16.666015625,33.3321875,2337.489394216391,2828.0904722840737,2582.7887833644277
Primary somatosensory area,SSp,26188.0,38258.0,64446.0,12.1535,12.1554375,24.3089375,2154.770230797713,3147.3980266033204,2651.1236865041924
"Primary somatosensory area, nose",SSp-n,4401.0,5595.0,9996.0,1.509703125,1.5095625,3.019265625,2915.142670847953,3706.371879269656,3310.738848954371
"Primary somatosensory area, nose, layer 1",SSp-n1,141.0,222.0,363.0,0.2028125,0.202515625,0.40532812500000004,695.2234206471494,1096.2117120592548,895.5707181681507
